"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.443061990E-1,1.483550072E-1,1.103689447E-1,9.854540825E0,9.856275431E0
6.468486990E-1,1.004985496E-1,9.122636169E-2,9.921540260E0,9.922468611E0
6.493911990E-1,1.603191197E-1,1.007976532E-1,9.871291161E0,9.873107493E0
6.519336990E-1,1.459621787E-1,9.122636169E-2,9.727721214E0,9.729243919E0
6.544761990E-1,1.746760458E-1,6.729813665E-2,9.675079346E0,9.676890053E0
6.570186990E-1,1.603191197E-1,8.165507019E-2,9.801898956E0,9.803550016E0
6.595611990E-1,2.395813614E-1,5.054837838E-2,9.993324280E0,9.996323551E0
6.621036990E-1,2.419741899E-1,1.199402362E-1,9.971789360E0,9.975445865E0
6.646461990E-1,1.579262912E-1,1.223330572E-1,9.923933029E0,9.925943424E0
6.671886990E-1,1.893320978E-1,1.055833027E-1,9.789935112E0,9.792334960E0
6.697311990E-1,2.180459648E-1,6.011966988E-2,9.799506187E0,9.802116095E0
6.722736990E-1,2.180459648E-1,9.122636169E-2,9.823433876E0,9.826276986E0
6.748161990E-1,1.794617027E-1,5.533402413E-2,9.830613136E0,9.832406775E0
6.773586990E-1,1.965105534E-1,6.011966988E-2,9.883255005E0,9.885391255E0
6.799011990E-1,2.611167729E-1,3.140579537E-2,9.923933029E0,9.927417341E0
6.824436990E-1,1.965105534E-1,2.662015148E-2,9.897611618E0,9.899598011E0
6.849861990E-1,2.228316069E-1,6.490531564E-2,9.830613136E0,9.833352493E0
6.875286990E-1,2.395813614E-1,2.901297435E-2,9.730113983E0,9.733106344E0
6.900711990E-1,2.156531364E-1,4.097708687E-2,9.837791443E0,9.840240133E0
6.926136990E-1,2.252244353E-1,5.294119939E-2,9.890433311E0,9.893139032E0
6.951561990E-1,1.989033818E-1,6.729813665E-2,9.804291725E0,9.806540054E0
6.976986990E-1,1.603191197E-1,-2.362912335E-2,9.813862801E0,9.815200641E0
7.002411990E-1,1.869392693E-1,6.969095767E-2,9.921540260E0,9.923545952E0
7.027836990E-1,1.794617027E-1,7.686942816E-2,9.897611618E0,9.899536916E0
7.053261990E-1,1.603191197E-1,2.662015148E-2,9.744471550E0,9.745826627E0
7.078686990E-1,1.627119333E-1,3.858426586E-2,9.727721214E0,9.729158440E0
7.104111990E-1,1.917249113E-1,1.127617657E-1,9.830613136E0,9.833129120E0
7.129536990E-1,1.941177398E-1,9.840483218E-2,9.892826080E0,9.895219708E0
7.154961990E-1,1.869392693E-1,7.686942816E-2,9.873683929E0,9.875752606E0
7.180386990E-1,1.579262912E-1,3.140579537E-2,9.797113419E0,9.798436527E0
7.205811990E-1,1.292124242E-1,8.883354068E-2,9.758828163E0,9.760087826E0
7.231236990E-1,1.172483116E-1,8.644071966E-2,9.809077263E0,9.810158812E0
