"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.265865402E1	1.866532490E-2	-2.172804996E-2	-1.883602142E-2	3.428262259E-2
3.266337412E1	6.644248962E-3	1.645393670E-2	-1.630592346E-2	2.409898788E-2
3.266809720E1	-5.310513079E-4	2.086315304E-3	1.942348480E-2	1.954242792E-2
3.267281438E1	6.618641317E-3	9.222254157E-3	2.400684357E-2	2.655531816E-2
3.267755865E1	1.872714609E-3	-3.355956078E-2	3.329849243E-2	4.731321990E-2
3.268225459E1	1.828223467E-3	-1.903575659E-2	6.149578094E-2	6.440057068E-2
3.268698959E1	-5.306944251E-3	1.407451928E-4	7.284736633E-2	7.304055208E-2
3.269169485E1	-5.208499730E-3	2.384722605E-2	6.037616730E-2	6.512373022E-2
3.269642053E1	-4.207827151E-4	-1.295395195E-4	5.275344849E-2	5.275528567E-2
3.270113506E1	1.384662837E-2	-7.268212736E-3	4.519557953E-2	4.782464263E-2
3.270588199E1	2.562261000E-2	-1.437553018E-2	1.634502411E-2	3.362043760E-2
3.271057527E1	4.199022427E-2	-3.945827484E-5	1.620864868E-2	4.501000759E-2
3.271531292E1	-5.790598691E-3	-1.195278019E-2	2.793788910E-2	3.093421463E-2
3.272001553E1	1.430504024E-3	-1.424721256E-2	1.584053040E-2	2.135302814E-2
3.272474386E1	1.417465508E-3	-1.177667826E-2	3.843307495E-3	1.246877588E-2
3.272945574E1	-5.742147565E-3	9.628430009E-3	1.330280304E-2	1.739665174E-2
3.273420532E1	1.325937361E-2	7.154043764E-3	1.319217682E-2	2.002560510E-2
3.273889600E1	-1.089528203E-3	1.184704155E-2	4.867553711E-2	5.010835637E-2
3.274363626E1	-3.426410258E-3	4.608534276E-3	1.030349731E-2	1.179580147E-2
3.274833621E1	-1.048997045E-2	-2.513948828E-3	3.157424927E-2	3.336604015E-2
3.275309772E1	1.566968672E-2	-4.859033972E-3	3.842926025E-2	4.178465432E-2
3.275777647E1	1.316478848E-2	-2.439029515E-3	-9.348869324E-3	1.632978501E-2
3.276249813E1	-1.127619296E-3	-1.902209222E-2	1.683139801E-2	2.542454477E-2
3.276721668E1	-1.535696164E-2	4.844017327E-3	1.906394958E-2	2.495465785E-2
3.277195959E1	-1.525850222E-2	7.155194879E-3	1.178550720E-2	2.056494307E-2
3.277665694E1	-1.275973767E-2	1.893894002E-2	-1.764297485E-4	2.283693241E-2
3.278139053E1	1.582436264E-3	1.638693362E-2	-2.548217773E-3	1.665920502E-2
3.278609714E1	6.313897669E-3	-9.816613048E-3	-4.899978638E-3	1.265863287E-2
3.279082147E1	8.604763076E-3	-1.447387785E-2	2.836132050E-2	3.298332287E-2
3.279553740E1	3.813916817E-3	9.382344782E-3	4.710769653E-2	4.818412008E-2
3.280028293E1	-9.649209678E-4	1.162771136E-2	3.010559082E-2	3.228747966E-2
3.280497761E1	1.802490652E-2	9.136896580E-3	3.753662109E-3	2.055407778E-2
3.280971386E1	1.784538478E-2	-4.519894719E-4	-2.237987518E-2	2.862727485E-2
3.281444459E1	-1.083502546E-2	-4.413165152E-4	1.534461975E-3	1.095203682E-2
3.281913798E1	-1.792003959E-2	-5.176555365E-3	1.338672638E-2	2.295928979E-2
3.282387553E1	-3.562733531E-3	-2.410965785E-2	4.174900055E-2	4.834198712E-2
3.282857819E1	-5.907204002E-3	-1.446610689E-2	3.665542603E-2	3.984700196E-2
3.283330647E1	-1.763940230E-2	-9.620770812E-3	7.875442505E-3	2.158078634E-2
3.283801845E1	-1.983852312E-2	1.654009894E-2	-1.829147339E-2	3.164995847E-2
3.284276793E1	-3.092259169E-3	2.115495503E-2	5.589485168E-3	2.209833780E-2
3.284745865E1	1.817730069E-2	-5.116198212E-3	2.689933777E-2	3.286585032E-2
3.285219886E1	1.796843112E-2	-1.224149391E-2	4.328632355E-2	4.843990603E-2
3.285689907E1	1.544453390E-2	3.055134416E-2	1.682376862E-2	3.814390446E-2
3.286161902E1	-8.358407766E-3	2.078407258E-2	2.446174622E-3	2.253496003E-2
3.286636053E1	3.574704751E-3	4.035774618E-3	-4.693984985E-3	7.148390439E-3
3.287105923E1	-8.376225829E-3	3.981191665E-3	1.670169830E-2	1.910386800E-2
3.287579147E1	-1.542636380E-2	-1.031047851E-2	9.443283081E-3	2.081956441E-2
3.288052220E1	-3.462851048E-3	1.646559685E-3	4.970359802E-2	4.985128035E-2
3.288521959E1	8.373538032E-3	-5.506858230E-3	2.556133270E-2	2.745584375E-2
3.288995313E1	2.019489743E-2	1.608461142E-3	3.009414673E-2	3.627779895E-2
3.289468386E1	5.844023079E-3	-7.945664227E-3	2.272605896E-2	2.477417893E-2
3.289938407E1	1.051214896E-2	6.336886436E-3	3.677368164E-2	3.876809341E-2
3.290411480E1	-1.333357021E-2	-7.974412292E-3	1.985740662E-2	2.521293207E-2
3.290884553E1	-1.331161708E-3	-7.901050150E-3	1.731777191E-2	1.908150437E-2
3.291354027E1	1.051541418E-3	4.008166492E-3	-4.181861877E-3	5.887198548E-3
3.291827647E1	-3.676239401E-3	3.953546286E-3	5.344390869E-3	7.596563574E-3
3.292298053E1	1.126896590E-3	3.002917394E-2	-1.368236542E-2	3.301860547E-2
3.292770740E1	1.172009856E-3	2.026611939E-2	-6.449699402E-3	2.129994894E-2
3.293243813E1	-3.440428525E-2	-3.652784973E-3	2.445220947E-2	4.236635729E-2
3.293714084E1	-5.616433918E-3	-2.497151867E-2	2.187538147E-2	3.366976966E-2
3.294186100E1	-3.198035061E-3	-8.146453649E-3	2.709388733E-3	9.161491288E-3
3.294658110E1	8.663633838E-3	8.482418954E-3	9.806632996E-3	1.559423077E-2
3.295130121E1	8.617924526E-3	-1.296545938E-2	-1.400470734E-2	2.094047725E-2
3.295603074E1	3.770893440E-3	-1.287870482E-2	1.458644867E-2	1.982032189E-2
3.296074147E1	1.794742793E-2	-2.702988498E-2	3.819274902E-2	5.011397938E-2
3.296546157E1	2.262617648E-2	-1.970713586E-2	1.414585114E-2	3.317258160E-2
3.297019240E1	3.509124741E-3	-2.902773023E-2	1.165485382E-2	3.147631961E-2
3.297490178E1	2.955226228E-2	-2.640627511E-2	1.393032074E-2	4.200811120E-2
3.297962188E1	1.981301792E-2	-2.377869934E-2	-1.228809357E-2	3.330134329E-2
3.298435407E1	6.915777922E-4	-1.885598153E-2	1.866245270E-2	2.653890465E-2
3.298908480E1	6.285160780E-4	-2.815556526E-2	5.172729492E-2	5.889689234E-2
3.299378501E1	1.002988778E-2	-3.266002983E-2	2.282142639E-2	4.108641746E-2
3.299851574E1	1.700748876E-2	-1.579898596E-2	1.076698303E-2	2.558887561E-2
3.300324647E1	2.166625485E-2	-2.755293995E-2	1.067733765E-2	3.664146065E-2
3.300794261E1	-6.962355226E-3	-1.542435214E-2	1.770687103E-2	2.449322990E-2
3.301267740E1	2.501809970E-3	-1.997869834E-2	1.518440247E-2	2.521851540E-2
3.301740813E1	5.061551929E-5	-1.263083145E-2	1.268482208E-2	1.790098255E-2
3.302210292E1	-4.724640399E-3	-1.966525987E-2	7.833480835E-3	2.168889335E-2
3.302683907E1	-7.031388581E-3	-2.895805426E-2	-4.096984863E-3	3.007980414E-2
3.303154319E1	-3.073074669E-2	-1.687340438E-2	-1.688957214E-3	3.509904762E-2
3.303627001E1	-1.149287820E-2	-9.607344866E-3	-2.777671814E-2	3.155841243E-2
3.304098339E1	-1.137063280E-2	1.895399392E-2	-1.568126678E-2	2.710068825E-2
3.304573147E1	2.900577337E-2	2.354874089E-2	5.805015564E-3	3.780973806E-2
3.305043168E1	1.687070355E-2	3.525160626E-2	-3.734588623E-3	3.925867463E-2
3.305514376E1	-6.999827921E-3	1.600956544E-2	1.042366028E-3	1.750400821E-2
3.305989313E1	-6.970901042E-3	1.825586706E-2	1.764488220E-2	2.632891968E-2
3.306459334E1	-1.646143571E-2	2.280051261E-2	1.987075806E-2	3.443383898E-2
3.306930407E1	-4.432909191E-3	3.682688996E-2	1.258659363E-2	3.917005039E-2
3.307402428E1	-4.397250712E-3	4.121665657E-2	2.671909332E-2	4.931590555E-2
3.307874433E1	2.756433561E-3	3.607812896E-2	3.948211670E-4	3.618542800E-2
3.308348574E1	7.477773353E-3	7.281541824E-3	1.462841034E-2	1.797020686E-2
3.308818595E1	4.985637963E-3	9.544849396E-3	2.399921417E-2	2.630442960E-2
3.309290464E1	-2.231724560E-3	-2.420250326E-3	4.278182983E-2	4.290831120E-2
3.309764740E1	7.277278230E-3	4.641238600E-3	3.768062592E-2	3.865655758E-2
3.310234490E1	2.148030698E-2	1.641801372E-2	1.126480103E-2	2.928908508E-2
3.310707834E1	1.420939900E-2	-4.062578082E-4	1.829051971E-2	2.316495579E-2
3.311178511E1	-1.438472047E-2	6.666902453E-3	2.288341522E-2	2.783915343E-2
3.311650527E1	-4.036783800E-2	-1.476575062E-2	3.693103790E-2	5.667002114E-2
3.312122537E1	-5.424223095E-2	-9.890239686E-3	1.052093506E-2	5.613133291E-2
3.312597074E1	-2.297196910E-2	-1.217377558E-2	3.178882599E-2	4.106630777E-2
3.313067095E1	-1.094523817E-2	-1.443844289E-2	3.627014160E-2	4.054368068E-2
3.313540168E1	-2.266352996E-2	-7.220581174E-3	-6.745338440E-3	2.472391501E-2
3.314010584E1	-1.064125448E-3	-4.808519036E-3	4.291534424E-4	4.943520098E-3
3.314483261E1	-2.238415927E-2	-4.789438099E-3	-4.940509796E-2	5.445046380E-2
3.314956334E1	-1.739678159E-2	2.847784013E-2	-1.535415649E-3	3.340647975E-2
3.315426615E1	-5.471900105E-3	-4.972863942E-3	3.407096863E-2	3.486404982E-2
3.315899428E1	6.437152624E-3	3.306970373E-2	1.480484009E-2	3.679980338E-2
3.316372501E1	-7.799036801E-3	2.330940217E-2	1.468181610E-2	2.863055935E-2
3.316845574E1	-2.428930625E-2	1.125766337E-2	-1.866149902E-2	3.263367783E-2
3.317314662E1	-2.646072209E-2	-5.467161536E-3	9.968757629E-3	2.879992704E-2
3.317786673E1	-3.816165403E-2	6.449706852E-3	2.174949646E-2	4.439539562E-2
3.318258688E1	-2.279475331E-3	-7.157959044E-4	3.105926514E-2	3.115102442E-2
3.318730699E1	-1.649872214E-2	6.359908730E-3	5.215549469E-2	5.507133463E-2
3.319202709E1	1.222406514E-2	3.885004669E-3	-1.946353912E-2	2.330987741E-2
3.319674855E1	5.030563101E-3	-5.659867078E-3	-5.014896393E-2	5.071744516E-2
3.320146730E1	2.139769495E-4	3.004342690E-2	-4.024028778E-2	5.021886146E-2
3.320621001E1	9.646596387E-3	-3.364078701E-3	3.602790833E-2	3.744841820E-2
3.321090756E1	1.431102678E-2	1.325327903E-2	2.386283875E-2	3.082028497E-2
3.321564095E1	1.664780267E-2	2.973199263E-2	-4.277706146E-2	5.469019754E-2
3.322034777E1	2.354290336E-3	3.658187389E-2	-4.004764557E-2	5.429171296E-2
3.322506787E1	4.734052345E-3	-3.999378532E-3	-3.259468079E-2	3.317859997E-2
3.322978803E1	-1.197277009E-2	-1.345079020E-2	6.971073151E-2	7.199900741E-2
3.323450813E1	-2.382580191E-3	1.274194941E-2	5.489158630E-2	5.640142028E-2
3.323923355E1	1.195724122E-2	6.941854954E-4	4.257106781E-2	4.422389994E-2
3.324396428E1	2.377693355E-2	-8.880276233E-3	-5.239486694E-3	2.591629016E-2
3.324866845E1	2.835113928E-2	-2.069177851E-2	6.668090820E-3	3.572674392E-2
3.325339522E1	6.757479161E-3	1.030683517E-2	4.695129395E-2	4.854192393E-2
3.325810871E1	-1.231126860E-2	-1.824696735E-2	1.808547974E-2	2.848865966E-2
3.326285668E1	1.858125627E-2	-1.562271267E-3	4.640960693E-2	5.001555150E-2
3.326754892E1	6.560891867E-3	-2.298172191E-2	5.683898926E-3	2.456647209E-2
3.327228761E1	-5.575828254E-4	-1.572087780E-2	-1.482009888E-3	1.580041932E-2
3.327698918E1	2.551980689E-2	-1.798373461E-2	1.276779175E-2	3.372968663E-2
3.328171855E1	2.533403784E-2	-1.545407623E-2	-2.530479431E-2	3.899967385E-2
3.328644928E1	2.037570067E-2	-1.769146323E-2	3.660011292E-2	4.547224774E-2
3.329114949E1	-3.552041948E-3	-2.942952141E-2	2.917671204E-2	4.159319966E-2
3.329588022E1	1.783221215E-2	-1.022242755E-2	4.079818726E-2	4.568345322E-2
3.330058975E1	2.951867506E-2	8.824598044E-3	9.610176086E-3	3.227353703E-2
3.330531115E1	2.220852673E-2	-5.535472184E-3	-7.078170776E-3	2.395747510E-2
3.331002996E1	-1.122613624E-2	-3.166811913E-2	3.331947327E-2	4.731895184E-2
3.331477261E1	7.586330175E-4	-2.665161900E-2	-1.204395294E-2	2.925647145E-2
3.331947282E1	-8.768506348E-3	-3.597006947E-2	4.025936127E-2	5.469505253E-2
3.332419032E1	-1.112566143E-2	-4.872050136E-3	-4.549980164E-2	4.709298423E-2
3.332893428E1	-8.605312556E-3	-3.329930454E-2	-6.884860992E-2	7.696119916E-2
3.333363449E1	-1.797104627E-2	-4.013388976E-2	5.378723145E-4	4.397700443E-2
3.333836522E1	-3.613632172E-3	-3.979282826E-2	-3.268623352E-2	5.162283778E-2
3.334309595E1	-1.787862554E-2	-1.544635743E-3	1.741695404E-2	2.500762761E-2
3.334779615E1	-1.535819843E-2	1.025578380E-2	-2.306747437E-2	2.954934405E-2
3.335252688E1	-3.184183314E-2	-1.715403050E-3	-2.999496460E-2	4.377833764E-2
3.335725761E1	-2.917719260E-2	-2.779620513E-2	-4.872798920E-2	6.323254319E-2
3.336195121E1	-2.896312624E-2	9.445771575E-4	-1.510143280E-2	3.267733435E-2
3.336668855E1	-5.005077273E-2	-3.774080426E-3	-1.972103119E-2	5.392812443E-2
3.337139147E1	-2.118822187E-2	3.438498825E-3	-2.946853638E-3	2.166674795E-2
3.337611949E1	-2.578654513E-2	-1.556630805E-2	7.301044464E-2	7.897962321E-2
3.338085022E1	-3.037443012E-2	-8.338943124E-3	5.104541779E-2	5.998148593E-2
3.338558095E1	-1.580106840E-2	-8.318584412E-3	-2.293777466E-2	2.906912650E-2
3.339028115E1	-6.095454097E-3	-5.841672421E-3	-4.172992706E-2	4.257542143E-2
3.339499204E1	1.293743961E-2	4.175535589E-2	-8.162498474E-3	4.446924185E-2
3.339974261E1	-8.583717048E-3	1.131612808E-3	3.224372864E-2	3.338590694E-2
3.340443225E1	1.033946872E-3	1.536644250E-2	4.621315002E-2	4.871192705E-2
3.340917355E1	-8.410986513E-3	5.315536633E-2	3.396511078E-2	6.363856075E-2
3.341387376E1	8.323851973E-3	5.746503547E-2	-1.852226257E-2	6.094744477E-2
3.341859256E1	3.451693803E-3	2.617353946E-2	6.151199341E-4	2.640732343E-2
3.342331272E1	3.337763250E-3	7.007129490E-3	3.383064270E-2	3.470955074E-2
3.342803543E1	3.412815928E-2	2.181790769E-3	7.446289062E-3	3.499912410E-2
3.343276615E1	3.621535376E-2	3.536275029E-2	7.145118713E-2	8.756339474E-2
3.343749688E1	3.594029695E-2	4.931215569E-2	2.814388275E-2	6.719726021E-2
3.344219709E1	3.332266212E-2	2.755225822E-2	2.316379547E-2	4.905189257E-2
3.344691329E1	4.653094336E-3	2.258377522E-2	2.771663666E-2	3.605398921E-2
3.345165855E1	-1.677102968E-2	3.661159426E-2	6.782436371E-2	7.887851788E-2
3.345635350E1	-5.002692342E-5	3.065183759E-3	4.353046417E-2	4.363827638E-2
3.346108949E1	-1.663284004E-2	5.475569516E-3	5.201339722E-3	1.826710607E-2
3.346582022E1	-1.652338356E-2	1.018261909E-2	2.176761627E-2	2.916396842E-2
3.347052043E1	2.155146562E-2	4.095210508E-2	-2.142906189E-3	4.632637075E-2
3.347525115E1	1.902589947E-2	-2.122174948E-3	4.994392395E-3	1.978465144E-2
3.347995407E1	-2.607919276E-2	-4.243661836E-2	1.681709290E-2	5.257190776E-2
3.348468209E1	-2.108920366E-2	1.718996093E-2	6.413459778E-2	6.966703596E-2
3.348939428E1	4.318100214E-2	2.182717994E-2	-5.504417419E-2	7.328632780E-2
3.349414355E1	2.380866557E-2	-9.223483503E-3	-2.136516571E-2	3.329257440E-2
3.349884376E1	1.894676685E-2	-4.953455925E-2	-2.355861664E-2	5.803155135E-2
3.350355464E1	-4.050638527E-2	-2.546980232E-2	5.494403839E-2	7.285825576E-2
3.350827475E1	-2.118705586E-2	5.512803793E-3	1.889324188E-2	2.891776150E-2
3.351300542E1	-1.157632843E-2	-1.828318834E-2	-3.346824646E-2	3.985486014E-2
3.351771501E1	-1.862769574E-2	-5.611807480E-2	4.777908325E-3	5.932164678E-2
3.352243636E1	-2.548065782E-2	-2.482423186E-2	7.110595703E-3	3.627763749E-2
3.352716709E1	-6.314747036E-3	-2.703960799E-2	2.366161346E-2	3.648134293E-2
3.353189782E1	1.034693606E-2	-4.579042271E-2	-6.670475006E-2	8.156804263E-2
3.353659542E1	7.914219052E-3	-5.014794320E-2	-3.530120850E-2	6.183547842E-2
3.354132876E1	2.448536828E-2	-1.412988827E-2	-2.788829803E-2	3.971075635E-2
3.354605949E1	2.190715633E-2	4.977725446E-3	-6.299972534E-3	2.333218599E-2
3.355075579E1	-4.405885935E-3	-3.776866943E-2	-2.048492432E-2	4.319162356E-2
3.355549042E1	-9.172003716E-3	-4.931131750E-2	1.290607452E-2	5.179091084E-2
3.356022115E1	-1.922149211E-3	-1.807413623E-2	3.307342529E-3	1.847451143E-2
3.356492136E1	2.922065556E-3	-1.306474209E-3	-8.584022522E-3	9.161374604E-3
3.356965209E1	1.004310511E-2	-4.874642938E-2	2.707958221E-2	5.666023395E-2
3.357438282E1	1.238722913E-2	-4.124267399E-2	-6.806087494E-2	8.053995469E-2
3.357908303E1	1.233842038E-2	-7.671866566E-3	-3.664588928E-2	3.942100145E-2
3.358381376E1	2.644358575E-2	1.143798977E-2	-7.865905762E-3	2.986575482E-2
3.358854449E1	2.464931458E-3	-2.184294909E-2	2.304649353E-2	3.184856631E-2
3.359324470E1	2.857267112E-2	-2.170985565E-2	1.099014282E-2	3.752996944E-2
3.359797542E1	2.127053402E-2	2.178564668E-3	-4.842281342E-2	5.293345465E-2
3.360270615E1	-5.009707063E-3	-1.444295421E-2	3.265857697E-2	3.605937798E-2
3.360740636E1	-2.236291766E-4	9.385049343E-3	1.577568054E-2	1.835759401E-2
3.361213709E1	4.550589249E-3	3.304237127E-2	1.327133179E-2	3.589755436E-2
3.361686782E1	3.066914901E-2	5.410173908E-2	-1.294136047E-2	6.352222984E-2
3.362156803E1	2.580576763E-2	3.707533330E-2	-5.554580688E-2	7.159507416E-2
3.362627761E1	1.852643862E-2	1.778998971E-2	4.457855225E-2	5.144861497E-2
3.363099897E1	-1.013195142E-2	1.764843240E-2	6.081676483E-2	6.413113511E-2
3.363571782E1	-1.239372790E-2	5.547427386E-2	1.522541046E-2	5.884566828E-2
3.364046042E1	1.847143844E-2	3.126189485E-2	1.272583008E-2	3.847657546E-2
3.364515808E1	-6.668306887E-4	3.807112575E-2	-1.618385315E-3	3.811134280E-2
3.364989136E1	-5.296140909E-3	3.061398864E-2	1.500701904E-2	3.450327563E-2
3.365459829E1	6.583068520E-3	4.460284859E-2	3.623771667E-2	5.784395390E-2
3.365932230E1	1.669190824E-3	3.898955882E-3	7.390213013E-2	7.402373195E-2
3.366403850E1	4.082607105E-3	3.941050172E-2	4.481315613E-2	5.981700668E-2
3.366878376E1	-2.188552171E-2	8.651855588E-2	2.308464050E-2	9.218100238E-2
3.367347876E1	-1.221272722E-2	5.495694280E-2	3.950309753E-2	6.877434829E-2
3.367821470E1	-2.705089748E-3	9.448993951E-3	-1.065731049E-2	1.449756062E-2
3.368294542E1	-3.670267761E-4	-9.605992585E-3	2.027797699E-2	2.244117094E-2
3.368763907E1	-2.875621989E-2	1.180904731E-2	4.146575928E-2	5.182454026E-2
3.369237636E1	-1.422443241E-2	1.403418928E-2	6.959629059E-2	7.240812530E-2
3.369707928E1	2.145818435E-2	1.861402392E-2	9.694099426E-3	3.001518159E-2
3.370180730E1	1.647626422E-2	1.827515662E-3	1.673221588E-2	2.355364398E-2
3.370653803E1	-9.623493999E-3	-2.662724257E-2	-9.018611908E-2	9.452596341E-2
3.371126876E1	-5.225630105E-2	-9.760215878E-3	9.564971924E-2	1.094296651E-1
3.371596897E1	-1.636799797E-2	-1.916354522E-2	4.502010345E-2	5.159421032E-2
3.372069970E1	1.221382804E-2	-3.563515097E-2	1.617145538E-2	4.099460390E-2
3.372540001E1	-9.078010917E-3	-3.778788820E-2	-7.691383362E-3	3.961681657E-2
3.373013063E1	-4.145555198E-3	1.942702383E-2	-5.271053314E-2	5.632934570E-2
3.373484022E1	4.797963053E-2	1.927201822E-2	-8.311939240E-2	9.788916704E-2
3.373956157E1	5.938679725E-2	-5.209634081E-2	-1.203927994E-1	1.439973838E-1
3.374428042E1	-3.197602928E-4	-7.546822727E-2	-4.820251465E-2	8.954908147E-2
3.374902303E1	-2.150587365E-2	-4.884330556E-2	-4.542732239E-2	7.008432577E-2
3.375372069E1	9.519370273E-3	-3.372687846E-3	2.409934998E-3	1.038273665E-2
3.375845397E1	-1.448657736E-2	2.276383713E-2	1.425266266E-2	3.051543212E-2
3.376316089E1	-3.566762805E-2	-5.100653321E-2	-9.593963623E-3	6.297531467E-2
3.376788490E1	-8.503425121E-2	-8.865276724E-2	8.065605164E-2	1.469541959E-1
3.377261563E1	-6.528779864E-2	-1.200298220E-2	6.099987030E-2	9.015293900E-2
3.377732121E1	4.012808204E-3	-2.616136335E-2	-5.949974060E-3	2.712787779E-2
3.378204657E1	4.663395882E-2	-4.489160329E-2	-1.103067398E-1	1.278966732E-1
3.378676147E1	2.960610762E-2	-3.507496044E-2	-2.633666992E-2	5.291875510E-2
3.379150803E1	3.658941388E-2	-2.768521011E-2	-9.018325806E-2	1.011843669E-1
3.379620824E1	-2.770088986E-2	-2.510259859E-2	-4.672050476E-2	5.983548546E-2
3.380092178E1	-6.543745100E-2	-6.279689074E-2	4.383945465E-2	1.007343400E-1
3.380566970E1	-1.288677752E-2	-4.325544834E-2	4.584598541E-2	6.433472798E-2
3.381036204E1	3.467715159E-2	-4.922002554E-3	-5.657100677E-2	6.653577804E-2
3.381510063E1	-1.093879342E-3	-1.682270318E-2	2.457904816E-2	2.980485737E-2
3.381980225E1	8.572798222E-3	-4.749525338E-2	-5.155849457E-2	7.062273236E-2
3.382453157E1	-5.322257429E-2	-3.994576633E-2	1.268377304E-1	1.432344809E-1
3.382924246E1	8.830867708E-3	1.022442803E-2	6.171226501E-2	6.317378259E-2
3.383396261E1	7.505699992E-2	4.571139812E-2	-1.473426819E-2	8.910770907E-2
3.383869324E1	6.502312422E-2	-4.480401427E-2	-4.308605194E-2	8.995451211E-2
3.384340282E1	6.078258157E-4	-2.295609377E-2	-9.255695343E-2	9.536320738E-2
3.384812418E1	-3.041337058E-2	5.789234489E-2	2.238073349E-1	2.331656490E-1
3.385284303E1	2.676047757E-2	7.642418146E-3	-5.331230164E-2	6.013926522E-2
3.385758563E1	-3.272920102E-2	-4.218844697E-2	6.453514099E-3	5.378395208E-2
3.386228324E1	-2.757246047E-2	3.407449648E-2	3.962230682E-2	5.908670819E-2
3.386701657E1	8.193474263E-3	8.357200772E-2	8.674907684E-2	1.207344848E-1
3.387174730E1	2.467833459E-2	-3.330454230E-2	-6.583881378E-2	7.780078494E-2
3.387644751E1	6.475500762E-2	-2.347278781E-2	5.098056793E-2	8.569247976E-2
3.388117824E1	5.480715632E-2	6.206960231E-2	2.208137512E-2	8.569741561E-2
3.388588381E1	1.431724057E-2	3.783051297E-2	-1.394577026E-1	1.452053095E-1
3.389060918E1	1.394462585E-2	6.359576434E-2	1.511964798E-1	1.646184963E-1
3.389533990E1	4.942053556E-2	7.499320805E-2	-1.466751099E-1	1.719882509E-1
3.390007063E1	-9.082427621E-2	1.030734554E-2	7.048130035E-2	1.154248856E-1
3.390477084E1	-5.221383274E-2	1.963628456E-2	1.766729355E-1	1.852705971E-1
3.390948438E1	6.918129325E-2	2.428117767E-2	-1.166658401E-1	1.377916731E-1
3.391423230E1	3.535500169E-2	-4.445198923E-3	2.667999268E-2	4.451469361E-2
3.391892464E1	2.816277742E-2	3.720819950E-4	-8.744049072E-2	9.186468252E-2
3.392366324E1	-3.868240863E-2	1.207172871E-2	2.763395309E-1	2.792948115E-1
3.392839397E1	7.322022319E-2	5.706270412E-2	-1.863012314E-1	2.081477891E-1
3.393308496E1	7.246943563E-2	3.049203381E-2	1.219940186E-2	7.956386512E-2
3.393782490E1	-1.723550260E-3	-7.777735591E-3	7.351875305E-3	1.084038131E-2
3.394252516E1	-1.351949200E-2	2.074038610E-2	1.915454865E-2	3.130234837E-2
3.394725584E1	-1.117593050E-2	1.574419066E-2	1.281471252E-1	1.295934669E-1
3.395196543E1	-1.583001763E-2	-6.034047529E-2	-1.030902863E-1	1.204955167E-1
3.395668678E1	-1.321472973E-2	-2.898346633E-2	-7.138347626E-2	7.816822299E-2
3.396140563E1	-1.325380057E-3	2.103945613E-2	3.836441040E-2	4.377491670E-2
3.396614824E1	9.727627039E-4	5.643598735E-2	-5.687141418E-2	8.012692860E-2
3.397084584E1	3.183852509E-2	1.568904519E-2	-1.180915833E-1	1.233104207E-1
3.397557918E1	1.244843379E-2	-8.219897747E-3	1.296710968E-1	1.305263329E-1
3.398030990E1	2.189101279E-2	3.448318690E-2	-6.123828888E-2	7.361001728E-2
3.398500621E1	2.882595360E-2	7.923170179E-2	3.340721130E-3	8.437866192E-2
3.398974084E1	1.200233027E-2	4.295695573E-2	-1.010942459E-1	1.104961652E-1
3.399447157E1	-2.137539908E-2	-1.202657074E-2	-5.279445648E-2	5.821340675E-2
3.399916652E1	-9.334139526E-3	-7.173825055E-3	-8.794689178E-2	8.873131184E-2
3.400388662E1	4.951685667E-3	1.899446175E-2	-7.772254944E-2	8.016298060E-2
3.400863324E1	-1.175729558E-2	1.647012681E-2	-1.063442230E-2	2.286022778E-2
3.401332688E1	-6.998430938E-3	1.393885165E-2	-1.054763794E-3	1.563272682E-2
3.401806418E1	-7.025606930E-3	2.329297364E-2	1.327514648E-3	2.436563294E-2
3.402276709E1	9.613962844E-3	4.094723612E-3	-5.803108215E-3	1.195287028E-2
3.402749511E1	-2.247821540E-3	-5.424115807E-3	-6.982231140E-2	7.006874413E-2
3.403220730E1	-3.310559317E-2	8.893188089E-3	5.652236938E-2	6.610482081E-2
3.403695657E1	3.054551780E-4	-5.382951349E-3	3.469371796E-2	3.511016283E-2
3.404165678E1	-4.443794489E-3	-1.010473818E-2	1.779460907E-2	2.094041917E-2
3.404636767E1	-2.087849379E-2	2.557958663E-2	-6.303215027E-2	7.115671944E-2
3.405111824E1	-6.576225907E-2	-5.474109203E-3	2.291679382E-2	6.985570863E-2
3.405581845E1	-4.637152329E-2	-3.048744053E-3	8.916473389E-2	1.005483107E-1
3.406052798E1	-2.694733813E-2	-1.236845925E-2	-4.121780396E-3	2.993537858E-2
3.406524808E1	-1.488745213E-2	-2.655172348E-2	2.593030930E-1	2.610837495E-1
3.406998011E1	-5.160626024E-3	-4.070095718E-2	9.341430664E-2	1.020266272E-1
3.407468834E1	4.007782415E-2	7.074944675E-3	-3.549957275E-2	5.400468958E-2
3.407941105E1	1.155350059E-1	-9.531304240E-3	-4.706859589E-2	1.251184881E-1
3.408412855E1	2.688645571E-2	-7.337292284E-2	-9.176063538E-2	1.205258541E-1
3.408887251E1	-8.958184719E-2	-5.620059744E-2	2.601890564E-1	2.808589674E-1
3.409356876E1	-7.217076421E-2	-4.623396322E-2	3.022480011E-2	9.088309581E-2
3.409828892E1	-1.015564054E-2	-3.632247075E-2	8.692073822E-2	9.475058654E-2
