"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.179462540E-1,6.395963579E-2,5.070029497E-1,9.964511871E0,9.977606910E0
7.204573480E-1,9.030990303E-2,4.998164773E-1,9.911810875E0,9.924815727E0
7.229680770E-1,6.635511667E-2,5.046074390E-1,9.966906548E0,9.979892675E0
7.254793790E-1,8.791442215E-2,5.357487202E-1,9.998048782E0,1.001277859E1
7.279917230E-1,1.262420863E-1,5.429351330E-1,9.940556526E0,9.956172943E0
7.305024520E-1,1.046827734E-1,5.261667371E-1,9.904624939E0,9.919143365E0
7.330135980E-1,1.406149566E-1,5.189803243E-1,9.952533722E0,9.967047739E0
7.355240670E-1,1.262420863E-1,5.117939115E-1,9.962116241E0,9.976052831E0
7.380360980E-1,1.334285140E-1,5.093984008E-1,9.962116241E0,9.976023752E0
7.405467230E-1,1.022872925E-1,5.093984008E-1,9.935766220E0,9.949341677E0
7.430586500E-1,8.551894873E-2,5.093984008E-1,9.933370590E0,9.946791015E0
7.455685460E-1,6.635511667E-2,4.830481410E-1,9.966906548E0,9.978825814E0
7.480617750E-1,1.238466054E-1,4.926300645E-1,9.933370590E0,9.946349765E0
7.505917230E-1,1.382194757E-1,5.165848136E-1,9.986070633E0,1.000037855E1
7.531028170E-1,9.989181161E-2,5.046074390E-1,1.001002598E1,1.002323436E1
7.556130250E-1,1.118692085E-1,5.381441116E-1,9.983675957E0,9.998794898E0
7.581259420E-1,1.070782542E-1,5.309576988E-1,9.966906548E0,9.981613495E0
7.606370350E-1,9.749633819E-2,4.974210262E-1,9.957324982E0,9.970218353E0
7.631494830E-1,1.406149566E-1,5.261667371E-1,9.974094391E0,9.988953044E0
7.656582850E-1,9.270538390E-2,5.189803243E-1,1.000523472E1,1.001911456E1
7.681693270E-1,1.310330331E-1,5.093984008E-1,1.000763035E1,1.002144309E1
7.706817750E-1,7.833251357E-2,5.141893625E-1,9.966906548E0,9.980468567E0
7.731928690E-1,1.262420863E-1,5.333532095E-1,9.988467216E0,1.000349339E1
7.757046400E-1,6.395963579E-2,5.093984008E-1,1.000044346E1,1.001361308E1
7.782151600E-1,4.958676547E-2,4.806526303E-1,1.000763035E1,1.001928895E1
7.807303170E-1,1.166601628E-1,5.237712860E-1,9.978884697E0,9.993302044E0
7.832390150E-1,9.749633819E-2,4.998164773E-1,9.942953110E0,9.955985064E0
7.857495350E-1,1.046827734E-1,5.141893625E-1,1.000523472E1,1.001898553E1
7.882610980E-1,9.989181161E-2,4.998164773E-1,1.001721191E1,1.003017096E1
7.907733370E-1,6.635511667E-2,5.261667371E-1,1.003398132E1,1.004798665E1
7.932835980E-1,8.551894873E-2,4.830481410E-1,9.993257523E0,1.000529085E1
7.957945870E-1,6.875059754E-2,5.070029497E-1,9.933370590E0,9.946538590E0
7.982847960E-1,8.312346786E-2,5.333532095E-1,1.000044346E1,1.001500097E1
8.008171400E-1,8.312346786E-2,4.998164773E-1,9.978884697E0,9.991739879E0
8.033280250E-1,6.395963579E-2,5.022119284E-1,9.928580284E0,9.941479473E0
8.058405770E-1,1.478013843E-1,5.093984008E-1,9.986070633E0,1.000014693E1
8.083515670E-1,1.190556437E-1,4.614888430E-1,9.942953110E0,9.954369028E0
8.108625560E-1,7.833251357E-2,5.070029497E-1,9.911810875E0,9.925078478E0
8.133751600E-1,1.214511245E-1,5.261667371E-1,9.930974960E0,9.945645553E0
8.158864100E-1,8.791442215E-2,5.093984008E-1,9.947744370E0,9.961166283E0
8.183974000E-1,1.166601628E-1,5.477260947E-1,9.954930305E0,9.970669529E0
8.209095350E-1,8.791442215E-2,5.165848136E-1,9.945347786E0,9.959143106E0
8.234206810E-1,8.551894873E-2,5.046074390E-1,9.957324982E0,9.970469545E0
8.259319830E-1,7.593703270E-2,5.093984008E-1,9.921393394E0,9.934752138E0
8.284427120E-1,1.022872925E-1,4.926300645E-1,9.933370590E0,9.946104682E0
