"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.407621743E1,5.931091309E-2,5.908203125E-2,4.253082275E-1,4.334692137E-1
1.408122231E1,6.143188477E-2,6.280517578E-2,4.226379395E-1,4.316725546E-1
1.408619668E1,5.877685547E-2,6.600952148E-2,4.231719971E-1,4.323037298E-1
1.409120156E1,5.345153809E-2,7.292175293E-2,4.242401123E-1,4.337675897E-1
1.409620645E1,4.652404785E-2,8.145141602E-2,4.290313721E-1,4.391659577E-1
1.410121133E1,4.013061523E-2,7.984924316E-2,4.338226318E-1,4.429316469E-1
1.410621621E1,3.427124023E-2,7.186889648E-2,4.370269775E-1,4.442209307E-1
1.411122109E1,3.587341309E-2,6.121826172E-2,4.439392090E-1,4.495737966E-1
1.411619546E1,4.280090332E-2,4.736328125E-2,4.444732666E-1,4.490341662E-1
1.412120034E1,4.759216309E-2,3.245544434E-2,4.439392090E-1,4.476610226E-1
1.412617471E1,5.238342285E-2,2.606201172E-2,4.434051514E-1,4.472486777E-1
1.413117959E1,5.450439453E-2,2.764892578E-2,4.396820068E-1,4.439092917E-1
1.413615396E1,5.610656738E-2,3.031921387E-2,4.354248047E-1,4.400704059E-1
1.414115884E1,5.450439453E-2,3.724670410E-2,4.279632568E-1,4.330249360E-1
1.414616372E1,5.024719238E-2,4.629516602E-2,4.226379395E-1,4.281248073E-1
1.415116860E1,4.385375977E-2,5.747985840E-2,4.199829102E-1,4.261604524E-1
1.415617349E1,3.746032715E-2,6.707763672E-2,4.135894775E-1,4.206648801E-1
1.416114785E1,3.266906738E-2,7.345581055E-2,4.130554199E-1,4.208061359E-1
1.416615273E1,3.266906738E-2,7.452392578E-2,4.194488525E-1,4.272685612E-1
1.417115762E1,3.587341309E-2,7.398986816E-2,4.242401123E-1,4.321354825E-1
1.417613198E1,4.066467285E-2,7.559204102E-2,4.253082275E-1,4.338834644E-1
1.418113687E1,4.705810547E-2,8.517456055E-2,4.274291992E-1,4.383661613E-1
1.418614175E1,5.291748047E-2,9.263610840E-2,4.284973145E-1,4.415785964E-1
1.419114663E1,5.610656738E-2,9.530639648E-2,4.274291992E-1,4.415053527E-1
1.419612100E1,5.717468262E-2,9.317016602E-2,4.322204590E-1,4.458297313E-1
1.420112588E1,6.196594238E-2,9.263610840E-2,4.364929199E-1,4.504967211E-1
1.420610024E1,6.517028809E-2,8.837890625E-2,4.386138916E-1,4.521505761E-1
1.421110513E1,6.996154785E-2,8.305358887E-2,4.428863525E-1,4.560053049E-1
1.421611001E1,7.208251953E-2,7.345581055E-2,4.466094971E-1,4.583139629E-1
1.422111489E1,7.154846191E-2,6.333923340E-2,4.497985840E-1,4.598367178E-1
1.422611978E1,7.049560547E-2,5.268859863E-2,4.524688721E-1,4.609488030E-1
1.423109414E1,6.729125977E-2,4.096984863E-2,4.561920166E-1,4.629447031E-1
1.423609902E1,5.824279785E-2,2.871704102E-2,4.583282471E-1,4.629056859E-1
1.424110391E1,4.705810547E-2,1.806640625E-2,4.545898438E-1,4.573759792E-1
1.424610879E1,3.640747070E-2,1.060485840E-2,4.519348145E-1,4.535229250E-1
1.425108315E1,2.894592285E-2,1.541137695E-2,4.497985840E-1,4.509923981E-1
1.425608804E1,2.148437500E-2,2.127075195E-2,4.471435547E-1,4.481644584E-1
1.426109292E1,2.148437500E-2,3.085327148E-2,4.450073242E-1,4.465926795E-1
1.426606728E1,2.415466309E-2,4.469299316E-2,4.466094971E-1,4.494896598E-1
1.427107217E1,3.054809570E-2,5.747985840E-2,4.492645264E-1,4.539556530E-1
1.427607705E1,3.694152832E-2,6.333923340E-2,4.530029297E-1,4.588988879E-1
1.428105142E1,4.917907715E-2,7.240295410E-2,4.577941895E-1,4.660861393E-1
1.428605630E1,5.984497070E-2,7.984924316E-2,4.609832764E-1,4.716597325E-1
1.429106118E1,6.889343262E-2,8.464050293E-2,4.625854492E-1,4.752847753E-1
1.429603555E1,7.368469238E-2,9.317016602E-2,4.609832764E-1,4.760416944E-1
1.430104043E1,7.421875000E-2,9.849548340E-2,4.631195068E-1,4.792592834E-1
1.430604531E1,7.315063477E-2,9.742736816E-2,4.684448242E-1,4.840285743E-1
1.431101968E1,6.729125977E-2,9.263610840E-2,4.721679688E-1,4.858519867E-1
1.431602456E1,5.824279785E-2,8.145141602E-2,4.737701416E-1,4.842362066E-1
1.432102944E1,4.598999023E-2,6.547546387E-2,4.780273438E-1,4.846774772E-1
1.432603433E1,3.266906738E-2,5.215454102E-2,4.801635742E-1,4.840913365E-1
1.433103921E1,2.041625977E-2,4.203796387E-2,4.817657471E-1,4.840271161E-1
1.433601357E1,8.178710938E-3,3.031921387E-2,4.822998047E-1,4.833210606E-1
1.434101846E1,-1.419067383E-3,2.073669434E-2,4.769744873E-1,4.774271523E-1
1.434602334E1,-8.346557617E-3,1.274108887E-2,4.668426514E-1,4.670910634E-1
1.435099771E1,-1.153564453E-2,7.415771484E-3,4.540710449E-1,4.542780851E-1
1.435600259E1,-9.933471680E-3,5.279541016E-3,4.402160645E-1,4.403597743E-1
1.436100747E1,-9.399414062E-3,4.745483398E-3,4.274291992E-1,4.275588719E-1
1.436601235E1,-8.346557617E-3,1.167297363E-2,4.205017090E-1,4.207464921E-1
1.437098672E1,-5.676269531E-3,2.285766602E-2,4.157104492E-1,4.163770773E-1
1.437599160E1,-8.850097656E-4,3.671264648E-2,4.135894775E-1,4.152166393E-1
1.438099648E1,3.906250000E-3,4.843139648E-2,4.157104492E-1,4.185403643E-1
1.438600137E1,9.231567383E-3,6.015014648E-2,4.231719971E-1,4.275252052E-1
1.439097573E1,1.722717285E-2,6.759643555E-2,4.300994873E-1,4.357196605E-1
1.439598062E1,1.936340332E-2,7.240295410E-2,4.370269775E-1,4.434069330E-1
1.440098550E1,1.936340332E-2,8.091735840E-2,4.466094971E-1,4.542935209E-1
1.440599038E1,2.415466309E-2,8.891296387E-2,4.508666992E-1,4.601844667E-1
1.441096475E1,2.841186523E-2,8.624267578E-2,4.530029297E-1,4.620137309E-1
1.441596963E1,3.160095215E-2,8.091735840E-2,4.561920166E-1,4.643892711E-1
1.442097451E1,3.640747070E-2,7.719421387E-2,4.530029297E-1,4.609729980E-1
1.442594888E1,3.746032715E-2,7.452392578E-2,4.487304688E-1,4.564166136E-1
1.443095376E1,3.587341309E-2,7.133483887E-2,4.418182373E-1,4.489754067E-1
1.443592812E1,3.427124023E-2,7.559204102E-2,4.322204590E-1,4.401172568E-1
1.444093301E1,3.266906738E-2,7.878112793E-2,4.189147949E-1,4.275082917E-1
1.444593789E1,3.640747070E-2,8.198547363E-2,4.082641602E-1,4.180032850E-1
1.445094277E1,3.852844238E-2,8.038330078E-2,4.061279297E-1,4.157953958E-1
1.445594766E1,3.799438477E-2,7.826232910E-2,4.045257568E-1,4.137748825E-1
1.446092202E1,4.119873047E-2,7.772827148E-2,4.066619873E-1,4.160684938E-1
1.446592690E1,4.226684570E-2,7.772827148E-2,4.098510742E-1,4.192923485E-1
1.447093179E1,3.533935547E-2,7.878112793E-2,4.146423340E-1,4.235370129E-1
1.447593667E1,2.841186523E-2,7.931518555E-2,4.205017090E-1,4.288587413E-1
1.448091104E1,1.615905762E-2,7.984924316E-2,4.247741699E-1,4.325160254E-1
1.448591592E1,4.440307617E-3,8.358764648E-2,4.263610840E-1,4.345001553E-1
1.449092080E1,-8.850097656E-4,8.837890625E-2,4.253082275E-1,4.343946394E-1
1.449589517E1,-6.210327148E-3,8.891296387E-2,4.221038818E-1,4.314113702E-1
1.450090005E1,-7.278442383E-3,9.210205078E-2,4.189147949E-1,4.289817815E-1
1.450590493E1,-7.812500000E-3,9.477233887E-2,4.146423340E-1,4.254069775E-1
1.451087930E1,-4.608154297E-3,1.006317139E-1,4.125213623E-1,4.246432047E-1
1.451588418E1,-8.850097656E-4,9.796142578E-2,4.103851318E-1,4.219160824E-1
1.452085854E1,8.712768555E-3,9.156799316E-2,4.114532471E-1,4.216092791E-1
1.452586343E1,1.936340332E-2,8.837890625E-2,4.146423340E-1,4.243984420E-1
1.453086831E1,2.680969238E-2,7.505798340E-2,4.167785645E-1,4.243310409E-1
1.453587319E1,3.427124023E-2,6.227111816E-2,4.151763916E-1,4.212168636E-1
1.454084756E1,3.799438477E-2,5.429077148E-2,4.146423340E-1,4.199039489E-1
1.454585244E1,3.640747070E-2,5.801391602E-2,4.109191895E-1,4.165881643E-1
1.455085732E1,3.266906738E-2,5.854797363E-2,4.045257568E-1,4.100441697E-1
1.455586221E1,3.054809570E-2,6.227111816E-2,4.024047852E-1,4.083386945E-1
1.456083657E1,2.841186523E-2,6.387329102E-2,4.018707275E-1,4.079057649E-1
1.456584146E1,2.575683594E-2,6.121826172E-2,4.002685547E-1,4.057413043E-1
1.457081582E1,2.468872070E-2,5.908203125E-2,3.975982666E-1,4.027214930E-1
1.457582070E1,2.201843262E-2,6.547546387E-2,3.954772949E-1,4.014649904E-1
1.458082559E1,2.362060547E-2,7.080078125E-2,3.960113525E-1,4.029834674E-1
1.458583047E1,2.522277832E-2,7.559204102E-2,3.975982666E-1,4.055055201E-1
1.459080483E1,2.787780762E-2,8.198547363E-2,3.965454102E-1,4.058904438E-1
1.459580972E1,3.266906738E-2,9.156799316E-2,3.949432373E-1,4.067334828E-1
1.460081460E1,3.266906738E-2,1.000976562E-1,3.880157471E-1,4.020485403E-1
1.460581948E1,3.373718262E-2,1.059570312E-1,3.864135742E-1,4.020951881E-1
1.461079385E1,3.213500977E-2,1.048889160E-1,3.885498047E-1,4.037391414E-1
1.461579873E1,3.533935547E-2,1.011657715E-1,3.917388916E-1,4.061314351E-1
1.462080361E1,3.587341309E-2,9.530639648E-2,3.965454102E-1,4.094123512E-1
1.462580850E1,3.427124023E-2,8.358764648E-2,4.029388428E-1,4.129420341E-1
1.463078286E1,3.266906738E-2,7.452392578E-2,4.066619873E-1,4.147228658E-1
1.463578774E1,2.362060547E-2,6.973266602E-2,4.071960449E-1,4.137984977E-1
1.464079263E1,1.243591309E-2,6.547546387E-2,4.071960449E-1,4.126139931E-1
1.464579751E1,3.906250000E-3,6.387329102E-2,4.045257568E-1,4.095560328E-1
1.465077188E1,-5.676269531E-3,6.547546387E-2,4.024047852E-1,4.077362720E-1
1.465577676E1,-9.399414062E-3,6.440734863E-2,4.008026123E-1,4.060534319E-1
1.466078164E1,-9.399414062E-3,6.121826172E-2,4.039916992E-1,4.087117781E-1
1.466575600E1,-6.744384766E-3,6.280517578E-2,4.071960449E-1,4.120662517E-1
1.467076089E1,1.251220703E-3,6.654357910E-2,4.061279297E-1,4.115452694E-1
1.467576577E1,7.644653320E-3,7.186889648E-2,4.045257568E-1,4.109314626E-1
1.468074014E1,1.455688477E-2,7.826232910E-2,4.039916992E-1,4.117598670E-1
1.468574502E1,2.095031738E-2,8.305358887E-2,4.045257568E-1,4.134947429E-1
1.469074990E1,2.255249023E-2,8.358764648E-2,4.055938721E-1,4.147311159E-1
1.469575478E1,2.522277832E-2,8.145141602E-2,4.077301025E-1,4.165505470E-1
1.470072915E1,3.054809570E-2,8.145141602E-2,4.077301025E-1,4.169068911E-1
1.470573403E1,3.266906738E-2,8.305358887E-2,4.093170166E-1,4.189338691E-1
1.471073892E1,3.373718262E-2,8.198547363E-2,4.098510742E-1,4.193300829E-1
1.471574380E1,3.001403809E-2,8.091735840E-2,4.130554199E-1,4.219754037E-1
1.472071816E1,2.627563477E-2,7.612609863E-2,4.178466797E-1,4.255366490E-1
1.472572305E1,2.522277832E-2,7.080078125E-2,4.231719971E-1,4.297946932E-1
1.473072793E1,2.575683594E-2,6.654357910E-2,4.295654297E-1,4.354513990E-1
1.473573281E1,2.787780762E-2,5.641174316E-2,4.322204590E-1,4.367768104E-1
1.474070718E1,3.001403809E-2,4.736328125E-2,4.279632568E-1,4.316209820E-1
1.474571206E1,3.160095215E-2,4.469299316E-2,4.199829102E-1,4.235348022E-1
1.475068643E1,3.213500977E-2,5.268859863E-2,4.082641602E-1,4.129023756E-1
1.475569131E1,3.160095215E-2,6.813049316E-2,3.992004395E-1,4.062036129E-1
1.476069619E1,2.894592285E-2,8.038330078E-2,3.906860352E-1,3.999186412E-1
1.476567056E1,2.627563477E-2,8.251953125E-2,3.853607178E-1,3.949718532E-1
1.477067544E1,2.522277832E-2,8.358764648E-2,3.832244873E-1,3.930446423E-1
1.477568032E1,2.522277832E-2,9.049987793E-2,3.885498047E-1,3.997466287E-1
1.478068521E1,2.787780762E-2,9.156799316E-2,4.008026123E-1,4.120735414E-1
1.478565957E1,3.266906738E-2,8.731079102E-2,4.125213623E-1,4.229235351E-1
1.479066445E1,3.906250000E-2,7.719421387E-2,4.268951416E-1,4.355735156E-1
1.479566934E1,4.226684570E-2,7.133483887E-2,4.380798340E-1,4.458576975E-1
1.480067422E1,4.385375977E-2,6.866455078E-2,4.487304688E-1,4.560668880E-1
1.480564858E1,4.119873047E-2,6.866455078E-2,4.545898438E-1,4.615886502E-1
1.481065347E1,3.054809570E-2,7.080078125E-2,4.561920166E-1,4.626630445E-1
1.481565835E1,2.148437500E-2,7.240295410E-2,4.503326416E-1,4.566215657E-1
1.482063271E1,6.576538086E-3,7.505798340E-2,4.412841797E-1,4.476702793E-1
1.482563760E1,-5.676269531E-3,7.345581055E-2,4.338226318E-1,4.400341487E-1
1.483061196E1,-1.899719238E-2,6.919860840E-2,4.290313721E-1,4.349911021E-1
1.483561684E1,-2.697753906E-2,5.801391602E-2,4.226379395E-1,4.274531903E-1
1.484062173E1,-2.911376953E-2,5.055236816E-2,4.183807373E-1,4.224282127E-1
1.484562661E1,-2.590942383E-2,4.949951172E-2,4.151763916E-1,4.189187702E-1
1.485060098E1,-1.846313477E-2,4.310607910E-2,4.162445068E-1,4.188776801E-1
1.485560586E1,-1.100158691E-2,3.778076172E-2,4.215698242E-1,4.234023353E-1
1.486061074E1,-8.850097656E-4,3.831481934E-2,4.231719971E-1,4.249039276E-1
1.486561562E1,4.974365234E-3,4.469299316E-2,4.237060547E-1,4.260857058E-1
1.487062051E1,9.765625000E-3,5.694580078E-2,4.274291992E-1,4.313164871E-1
1.487559487E1,1.029968262E-2,7.666015625E-2,4.279632568E-1,4.348970133E-1
1.488056924E1,1.403808594E-2,9.423828125E-2,4.253082275E-1,4.358497561E-1
1.488557412E1,1.509094238E-2,1.086120605E-1,4.237060547E-1,4.376655538E-1
1.489057900E1,1.882934570E-2,1.187286377E-1,4.258422852E-1,4.424846726E-1
1.489558389E1,2.362060547E-2,1.208648682E-1,4.279632568E-1,4.453299884E-1
1.490055825E1,1.936340332E-2,1.150054932E-1,4.306335449E-1,4.461462259E-1
1.490556313E1,1.562500000E-2,1.091461182E-1,4.354248047E-1,4.491678709E-1
1.491056802E1,7.644653320E-3,1.064910889E-1,4.348907471E-1,4.478043709E-1
1.491557290E1,-4.074096680E-3,9.902954102E-2,4.322204590E-1,4.434388046E-1
1.492054727E1,-1.846313477E-2,8.998107910E-2,4.284973145E-1,4.382321650E-1
1.492555215E1,-2.964782715E-2,8.517456055E-2,4.210357666E-1,4.305865954E-1
1.493055703E1,-3.976440430E-2,7.612609863E-2,4.141235352E-1,4.229358026E-1
1.493556191E1,-4.776000977E-2,6.173706055E-2,4.061279297E-1,4.135606104E-1
1.494053628E1,-5.201721191E-2,4.629516602E-2,3.933410645E-1,3.994574141E-1
1.494554116E1,-5.041503906E-2,3.511047363E-2,3.858947754E-1,3.907546535E-1
1.495054604E1,-4.295349121E-2,2.925109863E-2,3.768310547E-1,3.803975196E-1
1.495555093E1,-3.550720215E-2,3.245544434E-2,3.704376221E-1,3.735480546E-1
1.496052529E1,-2.857971191E-2,3.936767578E-2,3.661804199E-1,3.693977717E-1
1.496549966E1,-1.899719238E-2,4.949951172E-2,3.704376221E-1,3.742126759E-1
1.497050454E1,-6.744384766E-3,6.280517578E-2,3.731079102E-1,3.784170840E-1
1.497550942E1,6.042480469E-3,7.878112793E-2,3.736419678E-1,3.819048282E-1
1.498051431E1,1.776123047E-2,8.998107910E-2,3.768310547E-1,3.878320509E-1
1.498548867E1,2.841186523E-2,9.317016602E-2,3.842926025E-1,3.964451012E-1
1.499049355E1,3.959655762E-2,8.891296387E-2,3.912200928E-1,4.031458340E-1
1.499549844E1,4.652404785E-2,8.038330078E-2,3.970794678E-1,4.077965986E-1
1.500050332E1,5.450439453E-2,7.133483887E-2,3.986663818E-1,4.086493268E-1
1.500550820E1,5.931091309E-2,5.908203125E-2,3.981323242E-1,4.068388113E-1
1.501051309E1,5.664062500E-2,5.055236816E-2,3.975982666E-1,4.047815262E-1
1.501551797E1,4.759216309E-2,4.736328125E-2,3.965454102E-1,4.021897024E-1
1.502049233E1,3.694152832E-2,4.417419434E-2,3.938751221E-1,3.980623667E-1
1.502549722E1,2.575683594E-2,3.778076172E-2,3.858947754E-1,3.885943621E-1
1.503050210E1,1.829528809E-2,3.617858887E-2,3.784332275E-1,3.805986279E-1
1.503547646E1,9.765625000E-3,3.245544434E-2,3.736419678E-1,3.751760165E-1
1.504048135E1,6.042480469E-3,3.138732910E-2,3.784332275E-1,3.797807048E-1
1.504545571E1,4.440307617E-3,3.724670410E-2,3.885498047E-1,3.903562271E-1
1.505046060E1,5.508422852E-3,3.671264648E-2,3.981323242E-1,3.998593612E-1
1.505543496E1,4.974365234E-3,2.764892578E-2,4.077301025E-1,4.086967628E-1
1.506043984E1,1.251220703E-3,2.073669434E-2,4.109191895E-1,4.114439893E-1
1.506544473E1,-3.509521484E-4,1.860046387E-2,4.119873047E-1,4.124071285E-1
1.507044961E1,-4.074096680E-3,2.127075195E-2,4.114532471E-1,4.120228364E-1
1.507545449E1,-5.676269531E-3,3.192138672E-2,4.077301025E-1,4.090171530E-1
1.508045938E1,-7.278442383E-3,4.043579102E-2,3.997344971E-1,4.018403876E-1
1.508543374E1,-8.346557617E-3,4.257202148E-2,3.949432373E-1,3.973187672E-1
1.509043862E1,-6.744384766E-3,4.522705078E-2,3.906860352E-1,3.933529597E-1
1.509544350E1,-3.005981445E-3,4.736328125E-2,3.885498047E-1,3.914374370E-1
1.510044839E1,2.319335938E-3,4.576110840E-2,3.912200928E-1,3.938941728E-1
1.510542275E1,7.110595703E-3,4.682922363E-2,3.933410645E-1,3.961826974E-1
1.511042764E1,1.136779785E-2,4.257202148E-2,3.960113525E-1,3.984552612E-1
1.511540200E1,1.722717285E-2,4.203796387E-2,4.002685547E-1,4.028385306E-1
1.512040688E1,2.148437500E-2,4.096984863E-2,3.992004395E-1,4.018719917E-1
1.512538125E1,2.148437500E-2,3.617858887E-2,3.949432373E-1,3.971783344E-1
1.513038613E1,2.308654785E-2,2.713012695E-2,3.901519775E-1,3.917749329E-1
1.513536050E1,2.308654785E-2,2.392578125E-2,3.821563721E-1,3.835999536E-1
1.514036538E1,1.882934570E-2,1.646423340E-2,3.746948242E-1,3.755287293E-1
1.514537026E1,1.190185547E-2,6.881713867E-3,3.683166504E-1,3.685731503E-1
1.515037515E1,5.508422852E-3,1.556396484E-3,3.651123047E-1,3.651571718E-1
1.515534951E1,1.831054688E-4,3.158569336E-3,3.608551025E-1,3.608689722E-1
1.516035439E1,-2.487182617E-3,4.745483398E-3,3.549957275E-1,3.550361563E-1
1.516535928E1,-1.419067383E-3,4.882812500E-4,3.517913818E-1,3.517945828E-1
1.517036416E1,-2.487182617E-3,-4.577636719E-5,3.496704102E-1,3.496792586E-1
1.517533852E1,-4.074096680E-3,-6.439208984E-3,3.496704102E-1,3.497534237E-1
1.518034341E1,-5.676269531E-3,-3.234863281E-3,3.502044678E-1,3.502654046E-1
1.518531777E1,-9.399414062E-3,1.274108887E-2,3.533935547E-1,3.537480584E-1
1.519032266E1,-9.399414062E-3,2.392578125E-2,3.597869873E-1,3.607041284E-1
1.519532754E1,-3.540039062E-3,2.764892578E-2,3.688507080E-1,3.699024733E-1
1.520033242E1,8.178710938E-3,2.871704102E-2,3.805541992E-1,3.817237984E-1
1.520533730E1,1.989746094E-2,2.552795410E-2,3.938751221E-1,3.952027292E-1
1.521034219E1,3.160095215E-2,1.806640625E-2,4.055938721E-1,4.072240222E-1
1.521531655E1,3.906250000E-2,1.860046387E-2,4.125213623E-1,4.147839564E-1
1.522032144E1,4.652404785E-2,1.806640625E-2,4.151763916E-1,4.181654197E-1
1.522532632E1,5.238342285E-2,1.541137695E-2,4.087982178E-1,4.124288016E-1
1.523033120E1,5.345153809E-2,7.949829102E-3,3.975982666E-1,4.012538452E-1
1.523533608E1,5.291748047E-2,-4.577636719E-5,3.874816895E-1,3.910784084E-1
1.524034097E1,5.398559570E-2,-5.798339844E-4,3.746948242E-1,3.785643830E-1
1.524534585E1,4.812622070E-2,-4.577636719E-5,3.640441895E-1,3.672115291E-1
1.525032021E1,4.438781738E-2,4.882812500E-4,3.528594971E-1,3.556407477E-1
1.525529458E1,3.959655762E-2,5.813598633E-3,3.454132080E-1,3.477239848E-1
1.526029946E1,3.108215332E-2,1.966857910E-2,3.438110352E-1,3.457730197E-1
1.526527383E1,2.362060547E-2,3.297424316E-2,3.422088623E-1,3.446043226E-1
1.527027871E1,1.936340332E-2,4.469299316E-2,3.475341797E-1,3.509307782E-1
1.527528359E1,1.829528809E-2,5.908203125E-2,3.560638428E-1,3.613957168E-1
1.528028848E1,1.562500000E-2,6.707763672E-2,3.656463623E-1,3.720763527E-1
1.528526284E1,1.669311523E-2,7.026672363E-2,3.746948242E-1,3.815917764E-1
1.529026772E1,2.255249023E-2,6.707763672E-2,3.890838623E-1,3.954671618E-1
1.529527261E1,2.680969238E-2,6.173706055E-2,4.024047852E-1,4.079948963E-1
1.530027749E1,3.001403809E-2,5.535888672E-2,4.157104492E-1,4.204528825E-1
1.530525186E1,3.480529785E-2,4.629516602E-2,4.279632568E-1,4.318647941E-1
1.531025674E1,3.533935547E-2,3.297424316E-2,4.343566895E-1,4.370376465E-1
1.531523110E1,3.160095215E-2,1.593017578E-2,4.306335449E-1,4.320852239E-1
1.532023599E1,2.095031738E-2,7.415771484E-3,4.210357666E-1,4.216218996E-1
1.532524087E1,8.178710938E-3,7.949829102E-3,4.071960449E-1,4.073557537E-1
1.533024575E1,-3.540039062E-3,1.274108887E-2,3.890838623E-1,3.893085141E-1
1.533525063E1,-1.367187500E-2,1.487731934E-2,3.768310547E-1,3.773723606E-1
1.534022500E1,-1.579284668E-2,1.434326172E-2,3.677825928E-1,3.684008397E-1
1.534522988E1,-1.632690430E-2,1.699829102E-2,3.587188721E-1,3.594923349E-1
1.535023477E1,-1.632690430E-2,2.020263672E-2,3.581848145E-1,3.591254316E-1
1.535523965E1,-1.686096191E-2,2.659606934E-2,3.635101318E-1,3.648715649E-1
1.536021401E1,-1.792907715E-2,3.245544434E-2,3.688507080E-1,3.707096606E-1
1.536521890E1,-1.739501953E-2,3.883361816E-2,3.762969971E-1,3.786952160E-1
1.537022378E1,-1.367187500E-2,4.043579102E-2,3.826904297E-1,3.850635510E-1
1.537522866E1,-3.005981445E-3,3.831481934E-2,3.890838623E-1,3.909773820E-1
1.538020303E1,2.319335938E-3,3.831481934E-2,3.954772949E-1,3.973357466E-1
1.538520791E1,8.178710938E-3,3.350830078E-2,4.008026123E-1,4.022840185E-1
1.539018228E1,1.350402832E-2,2.925109863E-2,4.008026123E-1,4.020954110E-1
1.539518716E1,1.776123047E-2,2.392578125E-2,3.997344971E-1,4.008435761E-1
1.540019204E1,2.148437500E-2,9.017944336E-3,3.938751221E-1,3.945637001E-1
1.540516641E1,2.148437500E-2,4.882812500E-4,3.816223145E-1,3.822269060E-1
1.541017129E1,2.201843262E-2,-2.700805664E-3,3.699035645E-1,3.705681486E-1
1.541517617E1,2.201843262E-2,-3.234863281E-3,3.587188721E-1,3.594085487E-1
1.542018105E1,1.882934570E-2,-4.577636719E-5,3.491363525E-1,3.496437316E-1
1.542518594E1,1.669311523E-2,1.060485840E-2,3.464660645E-1,3.470300519E-1
1.543016030E1,1.509094238E-2,2.073669434E-2,3.475341797E-1,3.484792004E-1
1.543516518E1,1.722717285E-2,3.031921387E-2,3.544616699E-1,3.561728592E-1
1.544017007E1,2.095031738E-2,4.043579102E-2,3.661804199E-1,3.690014484E-1
1.544517495E1,2.148437500E-2,4.896545410E-2,3.789672852E-1,3.827210437E-1
1.545014932E1,2.201843262E-2,5.587768555E-2,3.896179199E-1,3.942197999E-1
1.545512368E1,1.776123047E-2,5.908203125E-2,3.970794678E-1,4.018435659E-1
1.546012856E1,1.296997070E-2,6.547546387E-2,4.029388428E-1,4.084298808E-1
1.546510293E1,8.178710938E-3,7.133483887E-2,4.018707275E-1,4.082347758E-1
1.547010781E1,7.171630859E-4,7.612609863E-2,3.981323242E-1,4.053455869E-1
1.547511270E1,-9.933471680E-3,7.292175293E-2,3.922729492E-1,3.991169285E-1
1.548011758E1,-2.005004883E-2,6.600952148E-2,3.880157471E-1,3.941008518E-1
1.548509194E1,-2.911376953E-2,6.387329102E-2,3.810882568E-1,3.874992495E-1
1.549009683E1,-3.550720215E-2,6.280517578E-2,3.741760254E-1,3.810681691E-1
1.549510171E1,-3.337097168E-2,4.949951172E-2,3.672485352E-1,3.720689586E-1
1.550010659E1,-2.539062500E-2,3.511047363E-2,3.613891602E-1,3.639774090E-1
1.550511147E1,-1.419067383E-2,2.499389648E-2,3.571319580E-1,3.582866248E-1
1.551011636E1,-2.487182617E-3,1.541137695E-2,3.528594971E-1,3.532046451E-1
1.551509072E1,7.644653320E-3,1.008605957E-2,3.464660645E-1,3.466971346E-1
1.552009561E1,1.615905762E-2,1.008605957E-2,3.395538330E-1,3.400877082E-1
1.552510049E1,1.989746094E-2,1.646423340E-2,3.347473145E-1,3.357420803E-1
1.553007485E1,2.522277832E-2,2.925109863E-2,3.278350830E-1,3.301024946E-1
1.553507974E1,2.627563477E-2,3.831481934E-2,3.235626221E-1,3.268810254E-1
1.554008462E1,3.054809570E-2,4.096984863E-2,3.219757080E-1,3.260062441E-1
1.554505898E1,3.799438477E-2,3.936767578E-2,3.267669678E-1,3.313156175E-1
1.555006387E1,4.705810547E-2,4.150390625E-2,3.342285156E-1,3.400672583E-1
1.555503823E1,5.345153809E-2,4.843139648E-2,3.427429199E-1,3.502504479E-1
1.556004312E1,5.717468262E-2,5.482482910E-2,3.533935547E-1,3.621625474E-1
1.556501748E1,5.877685547E-2,5.587768555E-2,3.613891602E-1,3.703770505E-1
1.557002236E1,5.291748047E-2,6.280517578E-2,3.661804199E-1,3.752770307E-1
1.557505776E1,4.438781738E-2,6.654357910E-2,3.683166504E-1,3.769024824E-1
1.558006265E1,3.213500977E-2,7.345581055E-2,3.656463623E-1,3.743336443E-1
1.558506753E1,1.936340332E-2,7.984924316E-2,3.635101318E-1,3.726801027E-1
1.559004189E1,4.974365234E-3,8.570861816E-2,3.576507568E-1,3.678107875E-1
1.559504678E1,-4.608154297E-3,9.103393555E-2,3.517913818E-1,3.634082950E-1
1.560005166E1,-1.367187500E-2,9.317016602E-2,3.454132080E-1,3.580193909E-1
1.560505654E1,-2.111816406E-2,9.582519531E-2,3.416748047E-1,3.554857481E-1
1.561003091E1,-2.218627930E-2,8.731079102E-2,3.390197754E-1,3.507845683E-1
1.561500527E1,-2.325439453E-2,7.505798340E-2,3.336944580E-1,3.428213223E-1
1.562001016E1,-2.218627930E-2,5.908203125E-2,3.283691406E-1,3.343788419E-1
1.562501504E1,-1.739501953E-2,4.150390625E-2,3.240966797E-1,3.272060799E-1
1.563001992E1,-1.206970215E-2,2.818298340E-2,3.198394775E-1,3.213055394E-1
1.563502480E1,-3.005981445E-3,1.593017578E-2,3.129119873E-1,3.133316426E-1
1.563999917E1,3.906250000E-3,-3.768920898E-3,3.049316406E-1,3.049799485E-1
