"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.393840123E0,-8.016967773E-2,-3.507995605E-2,9.809310913E0,9.809701238E0
1.398814489E0,-1.029205322E-1,-3.662109375E-4,9.844039917E0,9.844577932E0
1.403819371E0,-9.333801270E-2,-2.310180664E-2,9.854812622E0,9.855281705E0
1.408793737E0,-1.065063477E-1,-2.430725098E-2,9.816497803E0,9.817105661E0
1.413768102E0,-1.065063477E-1,-1.113891602E-2,9.809310913E0,9.809895426E0
1.418742467E0,-9.454345703E-2,-1.951599121E-2,9.809310913E0,9.809785927E0
1.423747350E0,-9.693908691E-2,-2.670288086E-2,9.844039917E0,9.844553424E0
1.428721715E0,-1.041107178E-1,1.759338379E-2,9.832061768E0,9.832628701E0
1.433696080E0,-1.017150879E-1,-1.832580566E-2,9.808120728E0,9.808665251E0
1.438670446E0,-1.101074219E-1,-8.743286133E-3,9.817703247E0,9.818324559E0
1.443675328E0,-9.931945801E-2,3.234863281E-3,9.826080322E0,9.826582789E0
1.448649694E0,-9.333801270E-2,-2.191162109E-2,9.838043213E0,9.838510373E0
1.453624059E0,-9.693908691E-2,-1.353454590E-2,9.818893433E0,9.819381274E0
1.458598424E0,-7.897949219E-2,-1.593017578E-2,9.823684692E0,9.824015089E0
1.463603307E0,-1.112976074E-1,-1.113891602E-2,9.833267212E0,9.833903360E0
1.468577672E0,-1.148834229E-1,-3.952026367E-3,9.824874878E0,9.825547322E0
1.473552037E0,-5.743408203E-2,-1.472473145E-2,9.834457397E0,9.834636129E0
1.478526403E0,-6.101989746E-2,-2.761840820E-3,9.841644287E0,9.841833840E0
1.483500768E0,-8.496093750E-2,8.010864258E-3,9.833267212E0,9.833637506E0
1.488475133E0,-8.377075195E-2,-1.951599121E-2,9.803329468E0,9.803706802E0
1.493480016E0,-1.017150879E-1,-2.761840820E-3,9.839248657E0,9.839774780E0
1.498454381E0,-9.333801270E-2,-6.347656250E-3,9.826080322E0,9.826525672E0
1.503428746E0,-7.658386230E-2,-3.952026367E-3,9.836853027E0,9.837151935E0
1.508403112E0,-9.812927246E-2,-9.933471680E-3,9.844039917E0,9.844534012E0
1.513407994E0,-9.573364258E-2,-2.789306641E-2,9.835647583E0,9.836153025E0
1.518382360E0,-1.005249023E-1,-3.987121582E-2,9.826080322E0,9.826675403E0
1.523356725E0,-9.214782715E-2,-2.761840820E-3,9.840438843E0,9.840870666E0
1.528331090E0,-8.256530762E-2,-7.537841797E-3,9.809310913E0,9.809661281E0
1.533305455E0,-7.298278809E-2,-1.472473145E-2,9.797348022E0,9.797630917E0
1.538279821E0,-7.537841797E-2,-7.537841797E-3,9.816497803E0,9.816790098E0
1.543284703E0,-8.377075195E-2,-8.743286133E-3,9.828475952E0,9.828836835E0
1.548259069E0,-1.041107178E-1,-3.952026367E-3,9.834457397E0,9.835009251E0
1.553233434E0,-8.735656738E-2,-1.113891602E-2,9.816497803E0,9.816892806E0
