"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.988210954E0,6.410217285E-2,1.347198486E-1,6.601867676E-1,6.768346137E-1
9.993215837E0,5.824279785E-2,1.389770508E-1,6.655120850E-1,6.823585417E-1
9.998220720E0,5.238342285E-2,1.400451660E-1,6.687164307E-1,6.852286744E-1
1.000319508E1,5.078125000E-2,1.400451660E-1,6.724395752E-1,6.887425979E-1
1.000820804E1,4.917907715E-2,1.336517334E-1,6.804351807E-1,6.951786839E-1
1.001321292E1,4.917907715E-2,1.261901855E-1,6.841583252E-1,6.974346984E-1
1.001821780E1,4.598999023E-2,1.219329834E-1,6.873626709E-1,6.996071562E-1
1.002319217E1,4.173278809E-2,1.176757812E-1,6.910858154E-1,7.022740344E-1
1.002819705E1,3.799438477E-2,1.171417236E-1,6.953430176E-1,7.061640523E-1
1.003317142E1,3.533935547E-2,1.213989258E-1,7.012023926E-1,7.125106066E-1
1.003814578E1,3.373718262E-2,1.240692139E-1,7.065277100E-1,7.181314450E-1
1.004315066E1,3.640747070E-2,1.240692139E-1,7.139892578E-1,7.256027384E-1
1.004815554E1,3.852844238E-2,1.283264160E-1,7.203826904E-1,7.327368768E-1
1.005316043E1,4.173278809E-2,1.309814453E-1,7.230377197E-1,7.359900195E-1
1.005816531E1,4.331970215E-2,1.341857910E-1,7.310333252E-1,7.445079890E-1
1.006317019E1,4.119873047E-2,1.325836182E-1,7.379608154E-1,7.509073953E-1
1.006817508E1,3.852844238E-2,1.331176758E-1,7.448883057E-1,7.576696803E-1
1.007314944E1,3.746032715E-2,1.437683105E-1,7.502136230E-1,7.647830303E-1
1.007815432E1,3.640747070E-2,1.538848877E-1,7.544708252E-1,7.708646371E-1
1.008315921E1,3.746032715E-2,1.618804932E-1,7.597961426E-1,7.777523696E-1
1.008816409E1,4.173278809E-2,1.688079834E-1,7.667236328E-1,7.861951984E-1
1.009316897E1,4.812622070E-2,1.752014160E-1,7.725830078E-1,7.936599859E-1
1.009814334E1,5.291748047E-2,1.746673584E-1,7.763061523E-1,7.974711205E-1
1.010314822E1,5.557250977E-2,1.725311279E-1,7.779083252E-1,7.987469289E-1
1.010815310E1,5.503845215E-2,1.714630127E-1,7.784423828E-1,7.990002123E-1
1.011312747E1,5.503845215E-2,1.730651855E-1,7.816314697E-1,8.024515837E-1
1.011813235E1,4.971313477E-2,1.709289551E-1,7.848358154E-1,8.047703776E-1
1.012310672E1,4.173278809E-2,1.693420410E-1,7.869567871E-1,8.060516964E-1
1.012811160E1,3.640747070E-2,1.645355225E-1,7.885589600E-1,8.063638604E-1
1.013311648E1,3.320312500E-2,1.592102051E-1,7.912139893E-1,8.077560979E-1
1.013812137E1,2.841186523E-2,1.522979736E-1,7.954864502E-1,8.104323533E-1
1.014309573E1,2.680969238E-2,1.469726562E-1,7.944183350E-1,8.083441174E-1
1.014810061E1,2.575683594E-2,1.400451660E-1,7.965393066E-1,8.091668123E-1
1.015310550E1,2.627563477E-2,1.299133301E-1,7.986755371E-1,8.095989723E-1
1.015811038E1,2.415466309E-2,1.261901855E-1,7.981414795E-1,8.084164966E-1
1.016308474E1,1.936340332E-2,1.245880127E-1,7.970733643E-1,8.069839294E-1
1.016808963E1,1.669311523E-2,1.182098389E-1,7.992095947E-1,8.080768543E-1
1.017309451E1,1.083374023E-2,1.064910889E-1,7.992095947E-1,8.063458924E-1
1.017806888E1,7.110595703E-3,9.849548340E-2,8.008117676E-1,8.068775669E-1
1.018307376E1,-8.850097656E-4,9.477233887E-2,8.034667969E-1,8.090373744E-1
1.018807864E1,-4.608154297E-3,9.635925293E-2,8.056030273E-1,8.113584771E-1
1.019308352E1,-3.540039062E-3,1.048889160E-1,8.061370850E-1,8.129398602E-1
1.019805789E1,1.251220703E-3,1.166076660E-1,8.050689697E-1,8.134709333E-1
1.020306277E1,9.231567383E-3,1.224670410E-1,8.066711426E-1,8.159667458E-1
1.020803714E1,2.148437500E-2,1.299133301E-1,8.082580566E-1,8.189139990E-1
1.021304202E1,3.160095215E-2,1.357727051E-1,8.130645752E-1,8.249283915E-1
1.021804690E1,4.119873047E-2,1.336517334E-1,8.183898926E-1,8.302542608E-1
1.022305179E1,4.598999023E-2,1.363067627E-1,8.189239502E-1,8.314631976E-1
1.022805667E1,4.705810547E-2,1.395111084E-1,8.205108643E-1,8.336161545E-1
1.023303103E1,5.131530762E-2,1.453704834E-1,8.210449219E-1,8.353924838E-1
1.023803592E1,5.184936523E-2,1.506958008E-1,8.205108643E-1,8.358442794E-1
1.024304080E1,4.971313477E-2,1.528167725E-1,8.210449219E-1,8.366236462E-1
1.024804568E1,4.812622070E-2,1.565551758E-1,8.237152100E-1,8.398407011E-1
1.025302005E1,4.492187500E-2,1.544189453E-1,8.263702393E-1,8.418734809E-1
1.025802493E1,4.226684570E-2,1.506958008E-1,8.285064697E-1,8.431599380E-1
1.026302981E1,4.226684570E-2,1.506958008E-1,8.285064697E-1,8.431599380E-1
1.026800418E1,4.280090332E-2,1.453704834E-1,8.311614990E-1,8.448632624E-1
1.027300906E1,4.331970215E-2,1.363067627E-1,8.332977295E-1,8.454828420E-1
1.027801394E1,4.492187500E-2,1.299133301E-1,8.332977295E-1,8.445593846E-1
1.028301883E1,4.864501953E-2,1.240692139E-1,8.343658447E-1,8.449413415E-1
1.028799319E1,5.078125000E-2,1.187286377E-1,8.332977295E-1,8.432439331E-1
1.029299808E1,5.664062500E-2,1.139373779E-1,8.354339600E-1,8.450679191E-1
1.029800296E1,6.089782715E-2,1.118164062E-1,8.386230469E-1,8.482334990E-1
1.030300784E1,6.143188477E-2,1.112823486E-1,8.380889893E-1,8.476737530E-1
1.030798221E1,5.770874023E-2,1.155395508E-1,8.418273926E-1,8.516766085E-1
1.031295657E1,5.398559570E-2,1.197967529E-1,8.444824219E-1,8.546439419E-1
1.031796145E1,5.238342285E-2,1.224670410E-1,8.439483643E-1,8.543951315E-1
1.032296634E1,5.078125000E-2,1.224670410E-1,8.450164795E-1,8.553535889E-1
1.032794070E1,4.971313477E-2,1.288604736E-1,8.450164795E-1,8.562296818E-1
1.033294559E1,4.759216309E-2,1.347198486E-1,8.428802490E-1,8.549044191E-1
1.033791995E1,4.705810547E-2,1.352539062E-1,8.428802490E-1,8.549591795E-1
1.034292483E1,4.545593262E-2,1.331176758E-1,8.434143066E-1,8.550638865E-1
1.034792972E1,4.066467285E-2,1.427001953E-1,8.439483643E-1,8.568931105E-1
1.035293460E1,3.746032715E-2,1.528167725E-1,8.434143066E-1,8.579649962E-1
1.035793948E1,3.587341309E-2,1.586761475E-1,8.423461914E-1,8.579114918E-1
1.036294436E1,3.108215332E-2,1.634826660E-1,8.418273926E-1,8.581177316E-1
1.036794925E1,2.787780762E-2,1.703948975E-1,8.423461914E-1,8.598596975E-1
1.037292361E1,2.522277832E-2,1.767883301E-1,8.428802490E-1,8.615900512E-1
1.037789798E1,2.787780762E-2,1.853179932E-1,8.444824219E-1,8.650262953E-1
1.038290286E1,3.266906738E-2,1.858520508E-1,8.460845947E-1,8.668721902E-1
1.038790774E1,3.427124023E-2,1.821136475E-1,8.450164795E-1,8.650969594E-1
1.039291263E1,3.694152832E-2,1.799926758E-1,8.476867676E-1,8.673724089E-1
1.039791751E1,3.959655762E-2,1.773223877E-1,8.519439697E-1,8.711025451E-1
1.040292239E1,4.226684570E-2,1.693420410E-1,8.530120850E-1,8.706852647E-1
1.040792727E1,4.280090332E-2,1.554870605E-1,8.545989990E-1,8.696824665E-1
1.041290164E1,4.119873047E-2,1.411132812E-1,8.545989990E-1,8.671503576E-1
1.041790652E1,3.799438477E-2,1.352539062E-1,8.556671143E-1,8.671236376E-1
1.042288089E1,3.587341309E-2,1.299133301E-1,8.551330566E-1,8.656886967E-1
1.042788577E1,3.480529785E-2,1.267242432E-1,8.556671143E-1,8.657000941E-1
1.043289065E1,3.160095215E-2,1.203308105E-1,8.567352295E-1,8.657213048E-1
1.043789554E1,3.160095215E-2,1.192626953E-1,8.551330566E-1,8.639877055E-1
1.044286990E1,3.373718262E-2,1.235351562E-1,8.530120850E-1,8.625710112E-1
1.044787478E1,3.427124023E-2,1.277923584E-1,8.556671143E-1,8.658357900E-1
1.045287967E1,3.266906738E-2,1.373748779E-1,8.572692871E-1,8.688208997E-1
1.045788455E1,3.160095215E-2,1.459045410E-1,8.556671143E-1,8.685925199E-1
1.046285892E1,2.841186523E-2,1.485595703E-1,8.562011719E-1,8.694582375E-1
1.046786380E1,2.522277832E-2,1.496276855E-1,8.572692871E-1,8.705947757E-1
1.047286868E1,2.415466309E-2,1.549530029E-1,8.588714600E-1,8.730716268E-1
1.047787356E1,2.201843262E-2,1.560211182E-1,8.567352295E-1,8.711042728E-1
1.048284793E1,1.776123047E-2,1.576232910E-1,8.572692871E-1,8.718206202E-1
1.048785281E1,1.562500000E-2,1.576232910E-1,8.578033447E-1,8.723048898E-1
1.049285769E1,1.615905762E-2,1.560211182E-1,8.551330566E-1,8.693999362E-1
1.049783206E1,1.669311523E-2,1.517639160E-1,8.514099121E-1,8.649912050E-1
1.050283694E1,1.615905762E-2,1.453704834E-1,8.540649414E-1,8.664990575E-1
1.050784182E1,1.936340332E-2,1.448364258E-1,8.556671143E-1,8.680545732E-1
1.051281619E1,2.308654785E-2,1.432342529E-1,8.535461426E-1,8.657886910E-1
1.051782107E1,2.362060547E-2,1.416320801E-1,8.498077393E-1,8.618531040E-1
1.052282596E1,2.680969238E-2,1.411132812E-1,8.492736816E-1,8.613347224E-1
1.052780032E1,2.947998047E-2,1.421661377E-1,8.471527100E-1,8.595045049E-1
1.053280520E1,3.373718262E-2,1.427001953E-1,8.434143066E-1,8.560661399E-1
1.053781009E1,4.066467285E-2,1.400451660E-1,8.407592773E-1,8.533126195E-1
1.054281497E1,4.385375977E-2,1.368408203E-1,8.412933350E-1,8.534770283E-1
1.054778934E1,4.545593262E-2,1.320495605E-1,8.391571045E-1,8.506985214E-1
1.055279422E1,4.385375977E-2,1.230010986E-1,8.348999023E-1,8.450504538E-1
1.055779910E1,4.226684570E-2,1.166076660E-1,8.364868164E-1,8.456323244E-1
1.056277347E1,3.694152832E-2,1.102142334E-1,8.370208740E-1,8.450537245E-1
1.056777835E1,3.373718262E-2,1.059570312E-1,8.311614990E-1,8.385669487E-1
1.057278323E1,3.427124023E-2,9.796142578E-2,8.311614990E-1,8.376159002E-1
1.057775760E1,3.587341309E-2,8.944702148E-2,8.295745850E-1,8.351536765E-1
1.058276248E1,3.533935547E-2,8.784484863E-2,8.269042969E-1,8.323078179E-1
1.058776736E1,3.213500977E-2,8.624267578E-2,8.253021240E-1,8.304179995E-1
1.059277224E1,2.894592285E-2,8.891296387E-2,8.221130371E-1,8.274135770E-1
1.059777713E1,2.575683594E-2,9.049987793E-2,8.210449219E-1,8.264190258E-1
1.060275149E1,2.362060547E-2,8.998107910E-2,8.189239502E-1,8.241910967E-1
1.060775638E1,2.041625977E-2,8.998107910E-2,8.178558350E-1,8.230440967E-1
1.061276126E1,1.936340332E-2,9.370422363E-2,8.141174316E-1,8.197210595E-1
1.061776614E1,2.522277832E-2,9.956359863E-2,8.109283447E-1,8.174068014E-1
1.062274051E1,3.108215332E-2,1.048889160E-1,8.082580566E-1,8.156278999E-1
1.062774539E1,3.852844238E-2,1.096801758E-1,8.082580566E-1,8.165753290E-1
1.063275027E1,4.598999023E-2,1.187286377E-1,8.082580566E-1,8.182253081E-1
1.063772464E1,5.238342285E-2,1.315155029E-1,8.103942871E-1,8.226659414E-1
1.064272952E1,5.664062500E-2,1.411132812E-1,8.103942871E-1,8.245362449E-1
1.064773440E1,6.196594238E-2,1.496276855E-1,8.098602295E-1,8.258945536E-1
1.065273929E1,6.250000000E-2,1.538848877E-1,8.087921143E-1,8.256703293E-1
1.065771365E1,6.196594238E-2,1.554870605E-1,8.066711426E-1,8.238533463E-1
1.066271853E1,6.036376953E-2,1.528167725E-1,8.066711426E-1,8.232345248E-1
1.066769290E1,5.824279785E-2,1.490936279E-1,8.066711426E-1,8.223986051E-1
1.067269778E1,5.398559570E-2,1.427001953E-1,8.056030273E-1,8.199231842E-1
1.067770266E1,5.184936523E-2,1.352539062E-1,8.045349121E-1,8.174707338E-1
1.068270755E1,4.598999023E-2,1.219329834E-1,8.034667969E-1,8.139665996E-1
1.068768191E1,4.173278809E-2,1.102142334E-1,8.029327393E-1,8.115354500E-1
1.069268680E1,3.640747070E-2,9.635925293E-2,8.008117676E-1,8.074094975E-1
1.069769168E1,3.320312500E-2,8.358764648E-2,7.992095947E-1,8.042545110E-1
1.070269656E1,2.415466309E-2,7.452392578E-2,7.981414795E-1,8.019769850E-1
1.070767093E1,2.201843262E-2,6.973266602E-2,7.981414795E-1,8.014844212E-1
1.071264529E1,2.255249023E-2,7.133483887E-2,7.970733643E-1,8.005768058E-1
1.071765017E1,2.041625977E-2,7.505798340E-2,7.944183350E-1,7.982173986E-1
1.072265506E1,1.882934570E-2,8.305358887E-2,7.949523926E-1,7.995009377E-1
1.072762942E1,1.882934570E-2,9.210205078E-2,7.981414795E-1,8.036586049E-1
1.073263431E1,2.095031738E-2,1.086120605E-1,7.997436523E-1,8.073570492E-1
1.073763919E1,2.041625977E-2,1.267242432E-1,8.023986816E-1,8.126004564E-1
1.074264407E1,2.095031738E-2,1.453704834E-1,8.023986816E-1,8.157298190E-1
1.074764895E1,2.308654785E-2,1.640167236E-1,8.023986816E-1,8.193156404E-1
1.075265384E1,2.255249023E-2,1.842498779E-1,8.018798828E-1,8.230844299E-1
1.075765872E1,2.148437500E-2,2.028961182E-1,8.013458252E-1,8.269120538E-1
1.076263309E1,2.095031738E-2,2.140808105E-1,7.986755371E-1,8.271348879E-1
1.076763797E1,1.936340332E-2,2.167358398E-1,7.997436523E-1,8.288179988E-1
1.077261233E1,1.509094238E-2,2.156677246E-1,7.997436523E-1,8.284504894E-1
1.077758670E1,7.644653320E-3,2.114105225E-1,7.970733643E-1,8.246689019E-1
1.078259158E1,7.171630859E-4,2.055511475E-1,7.933502197E-1,8.195464353E-1
1.078759646E1,-3.540039062E-3,1.965026855E-1,7.938842773E-1,8.178496702E-1
1.079260135E1,-4.608154297E-3,1.895751953E-1,7.933502197E-1,8.156988175E-1
1.079760623E1,-5.676269531E-3,1.842498779E-1,7.922821045E-1,8.134440181E-1
1.080261111E1,-6.210327148E-3,1.794586182E-1,7.906951904E-1,8.108284948E-1
1.080761600E1,-5.676269531E-3,1.725311279E-1,7.901611328E-1,8.087977658E-1
1.081262088E1,-4.608154297E-3,1.666717529E-1,7.858886719E-1,8.033814243E-1
1.081759524E1,-3.540039062E-3,1.613464355E-1,7.853546143E-1,8.017649745E-1
1.082260013E1,-4.608154297E-3,1.554870605E-1,7.853546143E-1,8.006118480E-1
1.082760501E1,-5.676269531E-3,1.512298584E-1,7.848358154E-1,7.992934050E-1
1.083257937E1,-1.153564453E-2,1.443023682E-1,7.843017578E-1,7.975496799E-1
1.083758426E1,-1.846313477E-2,1.416320801E-1,7.837677002E-1,7.966758069E-1
1.084258914E1,-2.218627930E-2,1.373748779E-1,7.837677002E-1,7.960250599E-1
1.084759402E1,-2.485656738E-2,1.368408203E-1,7.800292969E-1,7.923313467E-1
1.085256839E1,-2.218627930E-2,1.341857910E-1,7.757720947E-1,7.876042156E-1
1.085757327E1,-1.686096191E-2,1.309814453E-1,7.725830078E-1,7.837888332E-1
1.086257815E1,-1.472473145E-2,1.240692139E-1,7.693786621E-1,7.794571914E-1
1.086755252E1,-9.933471680E-3,1.208648682E-1,7.683105469E-1,7.778226576E-1
1.087255740E1,-3.005981445E-3,1.166076660E-1,7.683105469E-1,7.771148436E-1
1.087753177E1,-3.509521484E-4,1.155395508E-1,7.645874023E-1,7.732680045E-1
1.088253665E1,2.319335938E-3,1.166076660E-1,7.613983154E-1,7.702792493E-1
1.088754153E1,4.440307617E-3,1.150054932E-1,7.581939697E-1,7.668794400E-1
1.089254642E1,4.974365234E-3,1.166076660E-1,7.528686523E-1,7.618617327E-1
1.089755130E1,6.576538086E-3,1.155395508E-1,7.486114502E-1,7.575036251E-1
1.090252566E1,7.644653320E-3,1.123504639E-1,7.464752197E-1,7.549214006E-1
1.090753054E1,3.372192383E-3,1.011657715E-1,7.443542480E-1,7.512051195E-1
1.091253543E1,-1.419067383E-3,8.624267578E-2,7.411499023E-1,7.461521230E-1
1.091754031E1,-8.346557617E-3,7.719421387E-2,7.331695557E-1,7.372694277E-1
1.092251468E1,-1.367187500E-2,6.387329102E-2,7.230377197E-1,7.259822736E-1
1.092751956E1,-1.792907715E-2,5.108642578E-2,7.182464600E-1,7.202841467E-1
1.093249392E1,-2.218627930E-2,3.831481934E-2,7.108001709E-1,7.121777442E-1
1.093749881E1,-2.378845215E-2,3.297424316E-2,7.086639404E-1,7.098293961E-1
1.094250369E1,-2.218627930E-2,3.031921387E-2,7.017364502E-1,7.027414398E-1
1.094750857E1,-1.953125000E-2,3.350830078E-2,6.969451904E-1,6.980235486E-1
1.095251346E1,-1.899719238E-2,3.350830078E-2,6.921539307E-1,6.932249009E-1
1.095748782E1,-2.005004883E-2,2.925109863E-2,6.884155273E-1,6.893283467E-1
1.096249270E1,-2.005004883E-2,2.445983887E-2,6.852264404E-1,6.859559482E-1
1.096749759E1,-2.005004883E-2,3.457641602E-2,6.793670654E-1,6.805418008E-1
1.097247195E1,-1.579284668E-2,5.215454102E-2,6.740417480E-1,6.762409247E-1
1.097744632E1,-8.865356445E-3,6.547546387E-2,6.697845459E-1,6.730356371E-1
1.098245120E1,-1.419067383E-3,7.505798340E-2,6.665802002E-1,6.707942143E-1
1.098745608E1,3.372192383E-3,8.198547363E-2,6.617889404E-1,6.668564997E-1
1.099246097E1,8.178710938E-3,9.477233887E-2,6.575317383E-1,6.643769069E-1
1.099746585E1,1.403808594E-2,1.150054932E-1,6.522064209E-1,6.624171999E-1
1.100247073E1,2.415466309E-2,1.379089355E-1,6.468811035E-1,6.618591122E-1
1.100747561E1,3.640747070E-2,1.565551758E-1,6.420898438E-1,6.619021034E-1
1.101241946E1,4.598999023E-2,1.656036377E-1,6.362304688E-1,6.590363066E-1
1.101742434E1,5.503845215E-2,1.661376953E-1,6.319580078E-1,6.557452925E-1
1.102239871E1,6.143188477E-2,1.672058105E-1,6.266326904E-1,6.514600435E-1
1.102740359E1,6.675720215E-2,1.618804932E-1,6.202392578E-1,6.444831689E-1
1.103237796E1,6.782531738E-2,1.528167725E-1,6.122589111E-1,6.346764639E-1
1.103741336E1,6.303405762E-2,1.432342529E-1,6.063995361E-1,6.262665096E-1
1.104238772E1,5.557250977E-2,1.320495605E-1,6.010742188E-1,6.179122970E-1
1.104739261E1,4.759216309E-2,1.182098389E-1,5.973358154E-1,6.107770922E-1
1.105239749E1,3.694152832E-2,1.075439453E-1,5.957489014E-1,6.065040232E-1
1.105740237E1,2.947998047E-2,9.796142578E-2,5.930786133E-1,6.018369810E-1
1.106237674E1,2.255249023E-2,8.570861816E-2,5.909576416E-1,5.975663279E-1
1.106738162E1,1.776123047E-2,7.826232910E-2,5.877532959E-1,5.932068697E-1
1.107235599E1,1.455688477E-2,7.345581055E-2,5.845642090E-1,5.893411350E-1
1.107736087E1,1.350402832E-2,7.505798340E-2,5.840301514E-1,5.889883508E-1
1.108236575E1,1.243591309E-2,8.198547363E-2,5.829620361E-1,5.888302008E-1
1.108737063E1,1.509094238E-2,8.998107910E-2,5.792388916E-1,5.863804436E-1
1.109237552E1,1.669311523E-2,9.530639648E-2,5.755004883E-1,5.835775710E-1
1.109738040E1,1.882934570E-2,9.689331055E-2,5.728454590E-1,5.812871732E-1
1.110238528E1,1.989746094E-2,9.902954102E-2,5.712432861E-1,5.801048620E-1
1.110739016E1,2.255249023E-2,1.022186279E-1,5.669860840E-1,5.765678470E-1
1.111239505E1,2.255249023E-2,9.956359863E-2,5.611267090E-1,5.703373638E-1
1.111736941E1,2.095031738E-2,8.944702148E-2,5.552673340E-1,5.628156871E-1
1.112234378E1,1.403808594E-2,8.251953125E-2,5.440826416E-1,5.504838433E-1
1.112734866E1,1.083374023E-2,6.973266602E-2,5.408782959E-1,5.454625061E-1
1.113235354E1,1.029968262E-2,5.694580078E-2,5.339660645E-1,5.370927906E-1
1.113735843E1,7.644653320E-3,4.629516602E-2,5.254364014E-1,5.275273405E-1
1.114236331E1,4.974365234E-3,3.724670410E-2,5.222473145E-1,5.235974778E-1
1.114733767E1,1.785278320E-3,3.031921387E-2,5.153198242E-1,5.162140672E-1
1.115234256E1,-4.608154297E-3,2.659606934E-2,5.046691895E-1,5.053905191E-1
1.115734744E1,-7.812500000E-3,2.552795410E-2,4.956054688E-1,4.963239791E-1
1.116235232E1,-1.153564453E-2,2.871704102E-2,4.876251221E-1,4.886061801E-1
1.116732669E1,-8.865356445E-3,3.404235840E-2,4.769744873E-1,4.782699429E-1
1.117233157E1,-2.487182617E-3,3.671264648E-2,4.673767090E-1,4.688229864E-1
1.117730594E1,7.110595703E-3,3.883361816E-2,4.588623047E-1,4.605575156E-1
1.118231082E1,2.148437500E-2,3.778076172E-2,4.524688721E-1,4.545514762E-1
1.118731570E1,3.213500977E-2,3.404235840E-2,4.439392090E-1,4.464006746E-1
1.119232059E1,4.013061523E-2,3.671264648E-2,4.386138916E-1,4.419733370E-1
1.119729495E1,4.173278809E-2,2.871704102E-2,4.327545166E-1,4.357094969E-1
1.120229983E1,3.533935547E-2,1.753234863E-2,4.253082275E-1,4.271338686E-1
1.120730472E1,2.522277832E-2,2.624511719E-3,4.189147949E-1,4.196816436E-1
1.121230960E1,1.136779785E-2,-7.492065430E-3,4.093170166E-1,4.095433774E-1
1.121731448E1,7.171630859E-4,-1.335144043E-2,4.039916992E-1,4.042128997E-1
1.122228885E1,-5.142211914E-3,-1.762390137E-2,3.981323242E-1,3.985553811E-1
1.122729373E1,-9.399414062E-3,-2.294921875E-2,3.965454102E-1,3.973201202E-1
1.123229861E1,-1.046752930E-2,-2.401733398E-2,3.938751221E-1,3.947455045E-1
1.123727298E1,-1.419067383E-2,-2.880859375E-2,3.901519775E-1,3.914714241E-1
1.124227786E1,-1.792907715E-2,-2.986145020E-2,3.869476318E-1,3.885120691E-1
1.124728274E1,-1.953125000E-2,-2.453613281E-2,3.832244873E-1,3.845055256E-1
1.125225711E1,-1.632690430E-2,-2.348327637E-2,3.789672852E-1,3.800450438E-1
1.125726199E1,-1.367187500E-2,-3.359985352E-2,3.709716797E-1,3.727410059E-1
1.126223636E1,-9.933471680E-3,-2.453613281E-2,3.683166504E-1,3.692666389E-1
1.126724124E1,-2.487182617E-3,-2.401733398E-2,3.688507080E-1,3.696401807E-1
1.127224612E1,2.319335938E-3,-2.348327637E-2,3.715057373E-1,3.722544243E-1
1.127725100E1,5.508422852E-3,6.347656250E-3,3.789672852E-1,3.790604684E-1
1.128225589E1,9.765625000E-3,3.192138672E-2,3.805541992E-1,3.820154983E-1
1.128726077E1,9.765625000E-3,4.310607910E-2,3.805541992E-1,3.831122551E-1
1.129223514E1,6.042480469E-3,5.215454102E-2,3.768310547E-1,3.804710915E-1
1.129724002E1,8.178710938E-3,5.587768555E-2,3.672485352E-1,3.715651943E-1
1.130221438E1,7.644653320E-3,4.949951172E-2,3.608551025E-1,3.643144897E-1
1.130721927E1,1.251220703E-3,4.522705078E-2,3.624572754E-1,3.652702125E-1
1.131222415E1,-3.005981445E-3,4.310607910E-2,3.635101318E-1,3.660693731E-1
1.131722903E1,-1.206970215E-2,3.778076172E-2,3.683166504E-1,3.704459726E-1
1.132220340E1,-1.579284668E-2,3.404235840E-2,3.715057373E-1,3.733963163E-1
1.132720828E1,-1.419067383E-2,3.031921387E-2,3.736419678E-1,3.751385744E-1
1.133221316E1,-1.046752930E-2,1.913452148E-2,3.768310547E-1,3.774617105E-1
1.133721804E1,-8.865356445E-3,1.327514648E-2,3.768310547E-1,3.771690176E-1
1.134219241E1,-8.865356445E-3,1.220703125E-2,3.746948242E-1,3.749984233E-1
1.134719729E1,-6.744384766E-3,1.593017578E-2,3.741760254E-1,3.745757002E-1
1.135220218E1,-4.074096680E-3,2.764892578E-2,3.720397949E-1,3.730880196E-1
1.135717654E1,-6.210327148E-3,3.617858887E-2,3.720397949E-1,3.738463153E-1
1.136218142E1,-5.142211914E-3,4.364013672E-2,3.699035645E-1,3.725044307E-1
1.136718631E1,-6.210327148E-3,5.055236816E-2,3.704376221E-1,3.739226416E-1
1.137219119E1,-1.046752930E-2,4.949951172E-2,3.677825928E-1,3.712462880E-1
1.137716556E1,-1.739501953E-2,4.522705078E-2,3.645782471E-1,3.677844084E-1
1.138217044E1,-2.485656738E-2,4.043579102E-2,3.576507568E-1,3.607865934E-1
1.138717532E1,-3.283691406E-2,3.031921387E-2,3.496704102E-1,3.525151251E-1
1.139218020E1,-4.029846191E-2,1.753234863E-2,3.438110352E-1,3.466083917E-1
1.139715457E1,-4.829406738E-2,4.745483398E-3,3.390197754E-1,3.424751738E-1
1.140212893E1,-5.308532715E-2,-8.026123047E-3,3.315582275E-1,3.358769549E-1
1.140713382E1,-5.574035645E-2,-2.507019043E-2,3.214416504E-1,3.272006057E-1
1.141210818E1,-5.787658691E-2,-3.892517090E-2,3.097229004E-1,3.174793588E-1
1.141711306E1,-6.159973145E-2,-4.585266113E-2,3.011932373E-1,3.108285052E-1
1.142208743E1,-6.159973145E-2,-5.383300781E-2,2.905426025E-1,3.018402285E-1
1.142712283E1,-5.841064453E-2,-5.757141113E-2,2.809600830E-1,2.926855634E-1
1.143209720E1,-5.467224121E-2,-6.501770020E-2,2.729644775E-1,2.858775285E-1
1.143707156E1,-5.148315430E-2,-6.501770020E-2,2.617797852E-1,2.746023897E-1
1.144210696E1,-4.776000977E-2,-5.969238281E-2,2.543334961E-1,2.655743330E-1
1.144711184E1,-4.190063477E-2,-4.850769043E-2,2.436676025E-1,2.519574562E-1
1.145208621E1,-3.657531738E-2,-3.839111328E-2,2.346191406E-1,2.405364267E-1
1.145709109E1,-3.709411621E-2,-2.560424805E-2,2.271575928E-1,2.315861026E-1
1.146209598E1,-3.709411621E-2,-1.762390137E-2,2.202453613E-1,2.240415018E-1
1.146710086E1,-4.136657715E-2,-1.602172852E-2,2.133178711E-1,2.178816275E-1
1.147210574E1,-4.881286621E-2,-8.560180664E-3,2.021331787E-1,2.081196640E-1
1.147711062E1,-4.615783691E-2,1.022338867E-3,1.882781982E-1,1.938563154E-1
1.148208499E1,-3.816223145E-2,1.220703125E-2,1.765594482E-1,1.810486296E-1
1.148708987E1,-2.964782715E-2,2.127075195E-2,1.653747559E-1,1.693524385E-1
1.149209475E1,-2.058410645E-2,2.925109863E-2,1.552581787E-1,1.593249330E-1
1.149706912E1,-9.399414062E-3,3.724670410E-2,1.483306885E-1,1.532242118E-1
1.150207400E1,-1.953125000E-3,4.576110840E-2,1.382141113E-1,1.456057496E-1
1.150707888E1,3.372192383E-3,4.789733887E-2,1.280975342E-1,1.368009686E-1
1.151208377E1,8.178710938E-3,5.003356934E-2,1.163787842E-1,1.269419977E-1
1.151708865E1,1.190185547E-2,4.576110840E-2,1.025238037E-1,1.129020085E-1
1.152206302E1,1.615905762E-2,3.778076172E-2,9.080505371E-2,9.966974906E-2
1.152706790E1,2.201843262E-2,2.445983887E-2,8.175659180E-2,8.813192041E-2
1.153207278E1,2.415466309E-2,1.060485840E-2,7.217407227E-2,7.684404647E-2
1.153704715E1,1.776123047E-2,2.624511719E-3,6.790161133E-2,7.023516349E-2
1.154205203E1,1.350402832E-2,-2.700805664E-3,6.736755371E-2,6.876074771E-2
1.154705691E1,5.508422852E-3,-9.094238281E-3,6.364440918E-2,6.452641871E-2
1.155203128E1,-8.346557617E-3,-1.229858398E-2,5.938720703E-2,6.121895581E-2
